floors,layout,per_room_occ,responders,best_ms
9,T,3,9,8436.739945517687
9,T,4,1,13972.06765028109
9,T,4,2,12068.629193518203
9,T,4,3,10031.142667370004
9,T,4,5,9227.913157885969
9,T,4,7,8831.851009792828
9,T,4,9,8540.739945517687
9,T,5,1,14620.06765028109
9,T,5,2,12572.629193518203
9,T,5,3,10287.142667370004
9,T,5,5,9395.913157885969
9,T,5,7,8959.851009792828
9,T,5,9,8644.739945517687
9,T,6,1,15268.06765028109
9,T,6,2,13076.629193518202
9,T,6,3,10543.142667370004
9,T,6,5,9563.913157885969
9,T,6,7,9087.851009792828
9,T,6,9,8748.739945517687
9,T,7,1,15916.06765028109
9,T,7,2,13580.629193518202
9,T,7,3,10799.142667370004
9,T,7,5,9731.913157885969
9,T,7,7,9215.851009792828
9,T,7,9,8852.739945517687
9,T,8,1,16564.067650281086
9,T,8,2,14084.629193518203
9,T,8,3,11055.142667370004
9,T,8,5,9899.913157885969
9,T,8,7,9343.851009792828
9,T,8,9,8956.739945517687
9,T,9,1,17212.06765028109
9,T,9,2,14588.629193518203
9,T,9,3,11311.142667370004
9,T,9,5,10067.913157885969
9,T,9,7,9471.851009792828
9,T,9,9,9060.739945517687
9,T,10,1,17860.06765028109
9,T,10,2,15092.629193518203
9,T,10,3,11567.142667370004
9,T,10,5,10235.913157885969
9,T,10,7,9599.851009792828
9,T,10,9,9164.739945517687
10,BASELINE,1,1,12797.065126624691
10,BASELINE,1,2,11366.305113278137
10,BASELINE,1,3,10202.660312046266
10,BASELINE,1,5,9933.49099557309
10,BASELINE,1,7,9802.692049638565
10,BASELINE,1,9,8388.339402714048
10,BASELINE,2,1,13277.065126624691
10,BASELINE,2,2,11686.305113278137
10,BASELINE,2,3,10362.660312046266
10,BASELINE,2,5,10045.49099557309
10,BASELINE,2,7,9882.692049638565
10,BASELINE,2,9,8452.339402714048
10,BASELINE,3,1,13757.065126624691
10,BASELINE,3,2,12006.305113278137
10,BASELINE,3,3,10522.660312046266
10,BASELINE,3,5,10157.49099557309
10,BASELINE,3,7,9962.692049638565
10,BASELINE,3,9,8516.339402714048
10,BASELINE,4,1,14237.065126624691
10,BASELINE,4,2,12326.305113278137
10,BASELINE,4,3,10682.660312046266
10,BASELINE,4,5,10269.49099557309
10,BASELINE,4,7,10042.692049638565
10,BASELINE,4,9,8580.339402714048
10,BASELINE,5,1,14717.065126624691
10,BASELINE,5,2,12646.305113278137
10,BASELINE,5,3,10842.660312046266
10,BASELINE,5,5,10381.49099557309
10,BASELINE,5,7,10122.692049638565
10,BASELINE,5,9,8644.339402714048
10,BASELINE,6,1,15197.065126624691
10,BASELINE,6,2,12966.305113278137
10,BASELINE,6,3,11002.660312046266
10,BASELINE,6,5,10493.49099557309
10,BASELINE,6,7,10202.692049638565
10,BASELINE,6,9,8708.339402714048
10,BASELINE,7,1,15677.065126624691
10,BASELINE,7,2,13286.305113278137
10,BASELINE,7,3,11162.660312046266
10,BASELINE,7,5,10605.49099557309
10,BASELINE,7,7,10282.692049638565
10,BASELINE,7,9,8772.339402714048
10,BASELINE,8,1,16157.065126624691
10,BASELINE,8,2,13606.305113278137
10,BASELINE,8,3,11322.660312046266
10,BASELINE,8,5,10717.49099557309
10,BASELINE,8,7,10362.692049638565
10,BASELINE,8,9,8836.339402714048
10,BASELINE,9,1,16637.06512662469
10,BASELINE,9,2,13926.305113278137
10,BASELINE,9,3,11482.660312046266
10,BASELINE,9,5,10829.49099557309
10,BASELINE,9,7,10442.692049638565
10,BASELINE,9,9,8900.339402714048
10,BASELINE,10,1,17117.06512662469
10,BASELINE,10,2,14246.305113278137
10,BASELINE,10,3,11642.660312046266
10,BASELINE,10,5,10941.49099557309
10,BASELINE,10,7,10522.692049638565
10,BASELINE,10,9,8964.339402714048
10,L,1,1,13526.344045274214
10,L,1,2,13067.384020305428
10,L,1,3,11317.793881496558
10,L,1,5,10714.697965476931
10,L,1,7,10113.260820837022
10,L,1,9,9725.521593517607
10,L,2,1,14246.344045274214
10,L,2,2,13715.384020305431
10,L,2,3,11645.793881496562
10,L,2,5,10930.697965476931
10,L,2,7,10281.260820837022
10,L,2,9,9861.521593517607
10,L,3,1,14966.344045274212
10,L,3,2,14363.384020305431
10,L,3,3,11973.793881496562
10,L,3,5,11146.697965476931
10,L,3,7,10449.260820837022
10,L,3,9,9997.521593517607
10,L,4,1,15686.344045274216
10,L,4,2,15011.38402030543
10,L,4,3,12301.793881496562
10,L,4,5,11362.697965476931
10,L,4,7,10617.260820837022
10,L,4,9,10133.521593517607
10,L,5,1,16406.344045274218
10,L,5,2,15659.38402030543
10,L,5,3,12629.793881496562
10,L,5,5,11578.697965476931
10,L,5,7,10785.260820837022
10,L,5,9,10269.521593517607
10,L,6,1,17126.344045274218
10,L,6,2,16307.384020305431
10,L,6,3,12957.793881496562
10,L,6,5,11794.697965476931
10,L,6,7,10953.260820837022
10,L,6,9,10405.521593517607
10,L,7,1,17846.34404527421
10,L,7,2,16955.384020305435
10,L,7,3,13285.793881496562
10,L,7,5,12010.697965476931
10,L,7,7,11121.260820837022
10,L,7,9,10541.521593517607
10,L,8,1,18566.34404527421
10,L,8,2,17603.38402030543
10,L,8,3,13613.793881496558
10,L,8,5,12226.697965476931
10,L,8,7,11289.260820837022
10,L,8,9,10677.521593517607
10,L,9,1,19286.344045274214
10,L,9,2,18251.384020305428
10,L,9,3,13941.793881496558
10,L,9,5,12442.697965476931
10,L,9,7,11457.260820837022
10,L,9,9,10813.521593517607
10,L,10,1,20006.344045274214
10,L,10,2,18899.384020305428
10,L,10,3,14269.793881496558
10,L,10,5,12658.697965476931
10,L,10,7,11625.260820837022
10,L,10,9,10949.521593517607
10,T,1,1,14342.127354205097
10,T,1,2,12714.62284445567
10,T,1,3,11239.68485272264
10,T,1,5,10712.88997484432
10,T,1,7,10353.636921323196
10,T,1,9,10090.26522487206
10,T,2,1,15062.127354205097
10,T,2,2,13274.622844455667
10,T,2,3,11519.68485272264
10,T,2,5,10904.88997484432
10,T,2,7,10497.636921323196
10,T,2,9,10202.26522487206
10,T,3,1,15782.127354205091
10,T,3,2,13834.622844455673
10,T,3,3,11799.68485272264
10,T,3,5,11096.88997484432
10,T,3,7,10641.636921323196
10,T,3,9,10314.26522487206
10,T,4,1,16502.127354205095
10,T,4,2,14394.62284445567
10,T,4,3,12079.68485272264
10,T,4,5,11288.88997484432
10,T,4,7,10785.636921323196
10,T,4,9,10426.26522487206
10,T,5,1,17222.127354205095
10,T,5,2,14954.62284445567
10,T,5,3,12359.68485272264
10,T,5,5,11480.88997484432
10,T,5,7,10929.636921323196
10,T,5,9,10538.26522487206
10,T,6,1,17942.127354205095
10,T,6,2,15514.622844455667
10,T,6,3,12639.68485272264
10,T,6,5,11672.88997484432
10,T,6,7,11073.636921323196
10,T,6,9,10650.26522487206
10,T,7,1,18662.127354205088
10,T,7,2,16074.622844455667
10,T,7,3,12919.68485272264
10,T,7,5,11864.88997484432
10,T,7,7,11217.636921323196
10,T,7,9,10762.26522487206
10,T,8,1,19382.127354205088
10,T,8,2,16634.62284445567
10,T,8,3,13199.68485272264
10,T,8,5,12056.88997484432
10,T,8,7,11361.636921323196
10,T,8,9,10874.26522487206
10,T,9,1,20102.12735420509
10,T,9,2,17194.62284445567
10,T,9,3,13479.68485272264
10,T,9,5,12248.88997484432
10,T,9,7,11505.636921323196
10,T,9,9,10986.26522487206
10,T,10,1,20822.12735420509
10,T,10,2,17754.62284445567
10,T,10,3,13759.68485272264
10,T,10,5,12440.88997484432
10,T,10,7,11649.636921323196
10,T,10,9,11098.26522487206
11,BASELINE,1,1,15170.650097690685
11,BASELINE,1,2,13586.284875078329
11,BASELINE,1,3,12299.031179169298
11,BASELINE,1,5,11961.902036315958
11,BASELINE,1,7,11861.02274314176
11,BASELINE,1,9,10047.448213491369
11,BASELINE,2,1,15698.650097690685
11,BASELINE,2,2,13938.284875078329
11,BASELINE,2,3,12475.031179169298
11,BASELINE,2,5,12081.902036315958
11,BASELINE,2,7,11949.02274314176
11,BASELINE,2,9,10119.448213491369
11,BASELINE,3,1,16226.650097690685
11,BASELINE,3,2,14290.284875078329
11,BASELINE,3,3,12651.031179169298
11,BASELINE,3,5,12201.902036315958
11,BASELINE,3,7,12037.02274314176
11,BASELINE,3,9,10191.448213491369
11,BASELINE,4,1,16754.650097690683
11,BASELINE,4,2,14642.284875078329
11,BASELINE,4,3,12827.031179169298
11,BASELINE,4,5,12321.902036315958
11,BASELINE,4,7,12125.02274314176
11,BASELINE,4,9,10263.448213491369
11,BASELINE,5,1,17282.650097690683
11,BASELINE,5,2,14994.284875078329
11,BASELINE,5,3,13003.031179169298
11,BASELINE,5,5,12441.902036315958
11,BASELINE,5,7,12213.02274314176
11,BASELINE,5,9,10335.448213491369
11,BASELINE,6,1,17810.65009769068
11,BASELINE,6,2,15346.284875078329
11,BASELINE,6,3,13179.031179169298
11,BASELINE,6,5,12561.902036315958
11,BASELINE,6,7,12301.02274314176
11,BASELINE,6,9,10407.448213491369
11,BASELINE,7,1,18338.65009769068
11,BASELINE,7,2,15698.284875078329
11,BASELINE,7,3,13355.031179169298
11,BASELINE,7,5,12681.902036315958
11,BASELINE,7,7,12389.02274314176
11,BASELINE,7,9,10479.448213491369
11,BASELINE,8,1,18866.65009769068
11,BASELINE,8,2,16050.284875078329
11,BASELINE,8,3,13531.031179169298
11,BASELINE,8,5,12801.902036315958
11,BASELINE,8,7,12477.02274314176
11,BASELINE,8,9,10551.448213491369
11,BASELINE,9,1,19394.65009769068
11,BASELINE,9,2,16402.284875078327
11,BASELINE,9,3,13707.031179169298
11,BASELINE,9,5,12921.902036315958
11,BASELINE,9,7,12565.02274314176
11,BASELINE,9,9,10623.448213491369
11,BASELINE,10,1,19922.65009769068
11,BASELINE,10,2,16754.284875078327
11,BASELINE,10,3,13883.031179169298
11,BASELINE,10,5,13041.902036315958
11,BASELINE,10,7,12653.02274314176
11,BASELINE,10,9,10695.448213491369
11,L,1,1,15953.542851422902
11,L,1,2,15494.582826454116
11,L,1,3,13503.931768794311
11,L,1,5,12882.660517541102
11,L,1,7,12200.604493594274
11,L,1,9,11773.496717741784
11,L,2,1,16745.542851422902
11,L,2,2,16214.58282645412
11,L,2,3,13863.931768794311
11,L,2,5,13122.660517541102
11,L,2,7,12384.604493594274
11,L,2,9,11917.496717741784
11,L,3,1,17537.5428514229
11,L,3,2,16934.58282645412
11,L,3,3,14223.931768794311
11,L,3,5,13362.660517541102
11,L,3,7,12568.604493594274
11,L,3,9,12061.496717741784
11,L,4,1,18329.5428514229
11,L,4,2,17654.582826454112
11,L,4,3,14583.931768794311
11,L,4,5,13602.660517541102
11,L,4,7,12752.604493594274
11,L,4,9,12205.496717741784
11,L,5,1,19121.5428514229
11,L,5,2,18374.582826454112
11,L,5,3,14943.931768794311
11,L,5,5,13842.6605175411
11,L,5,7,12936.604493594274
11,L,5,9,12349.496717741784
11,L,6,1,19913.5428514229
11,L,6,2,19094.582826454112
11,L,6,3,15303.931768794311
11,L,6,5,14082.6605175411
11,L,6,7,13120.604493594274
11,L,6,9,12493.496717741784
11,L,7,1,20705.54285142289
11,L,7,2,19814.582826454116
11,L,7,3,15663.931768794311
11,L,7,5,14322.6605175411
11,L,7,7,13304.604493594274
11,L,7,9,12637.496717741784
11,L,8,1,21497.54285142289
11,L,8,2,20534.582826454112
11,L,8,3,16023.931768794311
11,L,8,5,14562.6605175411
11,L,8,7,13488.604493594274
11,L,8,9,12781.496717741784
11,L,9,1,22289.54285142289
11,L,9,2,21254.582826454105
11,L,9,3,16383.931768794311
11,L,9,5,14802.6605175411
11,L,9,7,13672.604493594274
11,L,9,9,12925.496717741784
11,L,10,1,23081.54285142289
11,L,10,2,21974.582826454105
11,L,10,3,16743.93176879431
11,L,10,5,15042.6605175411
11,L,10,7,13856.604493594274
11,L,10,9,13069.496717741784
11,T,1,1,16907.981449541257
11,T,1,2,15072.412138942978
11,T,1,3,13483.474147209949
11,T,1,5,12842.08659050689
11,T,1,7,12466.83079697595
11,T,1,9,12222.098143396555
11,T,2,1,17699.981449541257
11,T,2,2,15688.412138942977
11,T,2,3,13795.474147209949
11,T,2,5,13050.08659050689
11,T,2,7,12626.83079697595
11,T,2,9,12350.098143396555
11,T,3,1,18491.98144954125
11,T,3,2,16304.41213894298
11,T,3,3,14107.474147209949
11,T,3,5,13258.08659050689
11,T,3,7,12786.83079697595
11,T,3,9,12478.098143396555
11,T,4,1,19283.981449541257
11,T,4,2,16920.41213894298
11,T,4,3,14419.474147209949
11,T,4,5,13466.08659050689
11,T,4,7,12946.83079697595
11,T,4,9,12606.098143396555
11,T,5,1,20075.981449541257
11,T,5,2,17536.41213894298
11,T,5,3,14731.474147209949
11,T,5,5,13674.08659050689
11,T,5,7,13106.83079697595
11,T,5,9,12734.098143396555
11,T,6,1,20867.981449541257
11,T,6,2,18152.41213894297
11,T,6,3,15043.474147209949
11,T,6,5,13882.08659050689
11,T,6,7,13266.83079697595
11,T,6,9,12862.098143396555
11,T,7,1,21659.98144954125
11,T,7,2,18768.41213894297
11,T,7,3,15355.474147209949
11,T,7,5,14090.08659050689
11,T,7,7,13426.83079697595
11,T,7,9,12990.098143396555
11,T,8,1,22451.98144954125
11,T,8,2,19384.41213894297
11,T,8,3,15667.474147209949
11,T,8,5,14298.08659050689
11,T,8,7,13586.83079697595
11,T,8,9,13118.098143396555
11,T,9,1,23243.98144954125
11,T,9,2,20000.41213894297
11,T,9,3,15979.474147209949
11,T,9,5,14506.08659050689
11,T,9,7,13746.83079697595
11,T,9,9,13246.098143396555
11,T,10,1,24035.98144954125
11,T,10,2,20616.41213894297
11,T,10,3,16291.474147209949
11,T,10,5,14714.08659050689
11,T,10,7,13906.830796975948
11,T,10,9,13374.098143396555
12,BASELINE,1,1,17744.18137404762
12,BASELINE,1,2,16005.9924797128
12,BASELINE,1,3,14594.914873773669
12,BASELINE,1,5,14246.201990302228
12,BASELINE,1,7,14118.873213581404
12,BASELINE,1,9,11961.741982110065
12,BASELINE,2,1,18320.181374047625
12,BASELINE,2,2,16389.9924797128
12,BASELINE,2,3,14786.914873773669
12,BASELINE,2,5,14374.201990302228
12,BASELINE,2,7,14214.873213581404
12,BASELINE,2,9,12041.741982110065
12,BASELINE,3,1,18896.181374047625
12,BASELINE,3,2,16773.9924797128
12,BASELINE,3,3,14978.914873773669
12,BASELINE,3,5,14502.201990302228
12,BASELINE,3,7,14310.873213581404
12,BASELINE,3,9,12121.741982110065
12,BASELINE,4,1,19472.181374047625
12,BASELINE,4,2,17157.9924797128
12,BASELINE,4,3,15170.914873773669
12,BASELINE,4,5,14630.201990302228
12,BASELINE,4,7,14406.873213581404
12,BASELINE,4,9,12201.741982110065
12,BASELINE,5,1,20048.181374047625
12,BASELINE,5,2,17541.9924797128
12,BASELINE,5,3,15362.914873773669
12,BASELINE,5,5,14758.201990302228
12,BASELINE,5,7,14502.873213581404
12,BASELINE,5,9,12281.741982110065
12,BASELINE,6,1,20624.18137404762
12,BASELINE,6,2,17925.9924797128
12,BASELINE,6,3,15554.914873773669
12,BASELINE,6,5,14886.201990302228
12,BASELINE,6,7,14598.873213581404
12,BASELINE,6,9,12361.741982110065
12,BASELINE,7,1,21200.18137404762
12,BASELINE,7,2,18309.9924797128
12,BASELINE,7,3,15746.914873773669
12,BASELINE,7,5,15014.201990302228
12,BASELINE,7,7,14694.873213581404
12,BASELINE,7,9,12441.741982110065
12,BASELINE,8,1,21776.18137404762
12,BASELINE,8,2,18693.9924797128
12,BASELINE,8,3,15938.914873773669
12,BASELINE,8,5,15142.201990302228
12,BASELINE,8,7,14790.873213581404
12,BASELINE,8,9,12521.741982110065
12,BASELINE,9,1,22352.18137404762
12,BASELINE,9,2,19077.9924797128
12,BASELINE,9,3,16130.914873773669
12,BASELINE,9,5,15270.201990302228
12,BASELINE,9,7,14886.873213581404
12,BASELINE,9,9,12601.741982110065
12,BASELINE,10,1,22928.18137404762
12,BASELINE,10,2,19461.9924797128
12,BASELINE,10,3,16322.914873773669
12,BASELINE,10,5,15398.201990302228
12,BASELINE,10,7,14982.873213581404
12,BASELINE,10,9,12681.741982110065
12,L,1,1,18580.270018505013
12,L,1,2,18121.309993536222
12,L,1,3,15974.457370996406
12,L,1,5,15250.090967978102
12,L,1,7,14451.04516508816
12,L,1,9,13970.64914174432
12,L,2,1,19444.270018505013
12,L,2,2,18913.309993536233
12,L,2,3,16374.45737099641
12,L,2,5,15514.090967978102
12,L,2,7,14651.04516508816
12,L,2,9,14130.64914174432
12,L,3,1,20308.270018505013
12,L,3,2,19705.309993536233
12,L,3,3,16774.45737099641
12,L,3,5,15778.090967978102
12,L,3,7,14851.04516508816
12,L,3,9,14290.64914174432
12,L,4,1,21172.270018505013
12,L,4,2,20497.309993536222
12,L,4,3,17174.45737099641
12,L,4,5,16042.090967978102
12,L,4,7,15051.04516508816
12,L,4,9,14450.64914174432
12,L,5,1,22036.270018505013
12,L,5,2,21289.309993536222
12,L,5,3,17574.45737099641
12,L,5,5,16306.090967978098
12,L,5,7,15251.04516508816
12,L,5,9,14610.64914174432
12,L,6,1,22900.270018505013
12,L,6,2,22081.309993536222
12,L,6,3,17974.45737099641
12,L,6,5,16570.090967978096
12,L,6,7,15451.04516508816
12,L,6,9,14770.64914174432
12,L,7,1,23764.270018505005
12,L,7,2,22873.309993536222
12,L,7,3,18374.45737099641
12,L,7,5,16834.090967978096
12,L,7,7,15651.04516508816
12,L,7,9,14930.64914174432
12,L,8,1,24628.270018505005
12,L,8,2,23665.309993536222
12,L,8,3,18774.45737099641
12,L,8,5,17098.090967978096
12,L,8,7,15851.04516508816
12,L,8,9,15090.64914174432
12,L,9,1,25492.270018505005
12,L,9,2,24457.30999353622
12,L,9,3,19174.45737099641
12,L,9,5,17362.090967978096
12,L,9,7,16051.04516508816
12,L,9,9,15250.64914174432
12,L,10,1,26356.270018505005
12,L,10,2,25249.30999353622
12,L,10,3,19574.45737099641
12,L,10,5,17626.090967978096
12,L,10,7,16251.04516508816
12,L,10,9,15410.64914174432
12,T,1,1,19621.65868182843
12,T,1,2,17630.03505751363
12,T,1,3,15859.552558380934
12,T,1,5,15181.418945138535
12,T,1,7,14790.43603755718
12,T,1,9,14476.223738234452
12,T,2,1,20485.658681828427
12,T,2,2,18302.03505751362
12,T,2,3,16195.552558380934
12,T,2,5,15405.418945138535
12,T,2,7,14958.43603755718
12,T,2,9,14612.223738234452
12,T,3,1,21349.658681828423
12,T,3,2,18974.035057513625
12,T,3,3,16531.552558380932
12,T,3,5,15629.418945138535
12,T,3,7,15126.43603755718
12,T,3,9,14748.223738234452
12,T,4,1,22213.658681828427
12,T,4,2,19646.03505751362
12,T,4,3,16867.552558380932
12,T,4,5,15853.418945138535
12,T,4,7,15294.43603755718
12,T,4,9,14884.223738234452
12,T,5,1,23077.658681828427
12,T,5,2,20318.03505751362
12,T,5,3,17203.552558380932
12,T,5,5,16077.418945138535
12,T,5,7,15462.43603755718
12,T,5,9,15020.223738234452
12,T,6,1,23941.658681828427
12,T,6,2,20990.035057513614
12,T,6,3,17539.552558380932
12,T,6,5,16301.418945138535
12,T,6,7,15630.43603755718
12,T,6,9,15156.223738234452
12,T,7,1,24805.65868182842
12,T,7,2,21662.035057513614
12,T,7,3,17875.552558380936
12,T,7,5,16525.418945138535
12,T,7,7,15798.43603755718
12,T,7,9,15292.223738234452
12,T,8,1,25669.65868182842
12,T,8,2,22334.035057513614
12,T,8,3,18211.552558380936
12,T,8,5,16749.418945138535
12,T,8,7,15966.43603755718
12,T,8,9,15428.223738234452
12,T,9,1,26533.658681828423
12,T,9,2,23006.035057513614
12,T,9,3,18547.552558380936
12,T,9,5,16973.418945138535
12,T,9,7,16134.43603755718
12,T,9,9,15564.223738234452
12,T,10,1,27397.658681828423
12,T,10,2,23678.035057513614
12,T,10,3,18883.552558380936
12,T,10,5,17197.418945138535
12,T,10,7,16302.43603755718
12,T,10,9,15700.223738234452
13,BASELINE,1,1,20517.66882156049
13,BASELINE,1,2,18625.473442160644
13,BASELINE,1,3,17090.392353039162
13,BASELINE,1,5,16746.048142325537
13,BASELINE,1,7,16576.322760712137
13,BASELINE,1,9,13926.743087941915
13,BASELINE,2,1,21141.668821560495
13,BASELINE,2,2,19041.473442160644
13,BASELINE,2,3,17298.392353039162
13,BASELINE,2,5,16890.048142325537
13,BASELINE,2,7,16680.322760712137
13,BASELINE,2,9,14014.743087941915
13,BASELINE,3,1,21765.668821560495
13,BASELINE,3,2,19457.473442160644
13,BASELINE,3,3,17506.392353039162
13,BASELINE,3,5,17034.048142325537
13,BASELINE,3,7,16784.322760712137
13,BASELINE,3,9,14102.743087941915
13,BASELINE,4,1,22389.668821560495
13,BASELINE,4,2,19873.473442160644
13,BASELINE,4,3,17714.392353039162
13,BASELINE,4,5,17178.048142325537
13,BASELINE,4,7,16888.322760712137
13,BASELINE,4,9,14190.743087941915
13,BASELINE,5,1,23013.668821560495
13,BASELINE,5,2,20289.473442160644
13,BASELINE,5,3,17922.392353039162
13,BASELINE,5,5,17322.048142325537
13,BASELINE,5,7,16992.322760712137
13,BASELINE,5,9,14278.743087941915
13,BASELINE,6,1,23637.66882156049
13,BASELINE,6,2,20705.473442160644
13,BASELINE,6,3,18130.39235303916
13,BASELINE,6,5,17466.048142325537
13,BASELINE,6,7,17096.322760712137
13,BASELINE,6,9,14366.743087941915
13,BASELINE,7,1,24261.66882156049
13,BASELINE,7,2,21121.473442160644
13,BASELINE,7,3,18338.39235303916
13,BASELINE,7,5,17610.048142325533
13,BASELINE,7,7,17200.322760712137
13,BASELINE,7,9,14454.743087941915
13,BASELINE,8,1,24885.66882156049
13,BASELINE,8,2,21537.473442160644
13,BASELINE,8,3,18546.39235303916
13,BASELINE,8,5,17754.048142325533
13,BASELINE,8,7,17304.322760712137
13,BASELINE,8,9,14542.743087941915
13,BASELINE,9,1,25509.66882156049
13,BASELINE,9,2,21953.473442160644
13,BASELINE,9,3,18754.39235303916
13,BASELINE,9,5,17898.048142325533
13,BASELINE,9,7,17408.322760712137
13,BASELINE,9,9,14630.743087941915
13,BASELINE,10,1,26133.66882156049
13,BASELINE,10,2,22369.473442160644
13,BASELINE,10,3,18962.39235303916
13,BASELINE,10,5,18042.048142325533
13,BASELINE,10,7,17512.322760712137
13,BASELINE,10,9,14718.743087941915
13,L,1,1,21406.603881725565
13,L,1,2,20947.64385675678
13,L,1,3,18559.658219487646
13,L,1,5,17817.078184541464
13,L,1,7,16880.31843865029
13,L,1,9,16404.68062003249
13,L,2,1,22342.603881725565
13,L,2,2,21811.643856756786
13,L,2,3,18991.658219487646
13,L,2,5,18105.078184541464
13,L,2,7,17096.31843865029
13,L,2,9,16580.68062003249
13,L,3,1,23278.60388172556
13,L,3,2,22675.643856756786
13,L,3,3,19423.658219487646
13,L,3,5,18393.078184541464
13,L,3,7,17312.31843865029
13,L,3,9,16756.68062003249
13,L,4,1,24214.60388172556
13,L,4,2,23539.643856756775
13,L,4,3,19855.658219487646
13,L,4,5,18681.078184541464
13,L,4,7,17528.31843865029
13,L,4,9,16932.68062003249
13,L,5,1,25150.60388172556
13,L,5,2,24403.643856756775
13,L,5,3,20287.658219487646
13,L,5,5,18969.07818454146
13,L,5,7,17744.31843865029
13,L,5,9,17108.68062003249
13,L,6,1,26086.60388172556
13,L,6,2,25267.643856756775
13,L,6,3,20719.658219487646
13,L,6,5,19257.07818454146
13,L,6,7,17960.31843865029
13,L,6,9,17284.68062003249
13,L,7,1,27022.60388172555
13,L,7,2,26131.64385675678
13,L,7,3,21151.658219487646
13,L,7,5,19545.07818454146
13,L,7,7,18176.31843865029
13,L,7,9,17460.68062003249
13,L,8,1,27958.60388172555
13,L,8,2,26995.643856756775
13,L,8,3,21583.658219487646
13,L,8,5,19833.07818454146
13,L,8,7,18392.31843865029
13,L,8,9,17636.68062003249
13,L,9,1,28894.60388172555
13,L,9,2,27859.643856756767
13,L,9,3,22015.658219487646
13,L,9,5,20121.07818454146
13,L,9,7,18608.31843865029
13,L,9,9,17812.68062003249
13,L,10,1,29830.60388172555
13,L,10,2,28723.643856756767
13,L,10,3,22447.658219487646
13,L,10,5,20409.07818454146
13,L,10,7,18824.31843865029
13,L,10,9,17988.68062003249
13,T,1,1,22587.458809248245
13,T,1,2,20387.519896846286
13,T,1,3,18503.037397713593
13,T,1,5,17769.699630733852
13,T,1,7,17319.117460644542
13,T,1,9,16992.40169635987
13,T,2,1,23523.45880924824
13,T,2,2,21115.51989684628
13,T,2,3,18871.037397713593
13,T,2,5,18017.699630733852
13,T,2,7,17503.117460644542
13,T,2,9,17144.40169635987
13,T,3,1,24459.458809248237
13,T,3,2,21843.519896846283
13,T,3,3,19239.037397713593
13,T,3,5,18265.699630733852
13,T,3,7,17687.117460644542
13,T,3,9,17296.40169635987
13,T,4,1,25395.45880924824
13,T,4,2,22571.51989684628
13,T,4,3,19607.037397713593
13,T,4,5,18513.699630733852
13,T,4,7,17871.117460644542
13,T,4,9,17448.40169635987
13,T,5,1,26331.45880924824
13,T,5,2,23299.51989684628
13,T,5,3,19975.037397713593
13,T,5,5,18761.699630733852
13,T,5,7,18055.117460644546
13,T,5,9,17600.40169635987
13,T,6,1,27267.45880924824
13,T,6,2,24027.519896846272
13,T,6,3,20343.037397713593
13,T,6,5,19009.699630733852
13,T,6,7,18239.117460644546
13,T,6,9,17752.40169635987
13,T,7,1,28203.458809248234
13,T,7,2,24755.519896846272
13,T,7,3,20711.037397713597
13,T,7,5,19257.699630733852
13,T,7,7,18423.117460644546
13,T,7,9,17904.40169635987
13,T,8,1,29139.458809248234
13,T,8,2,25483.519896846276
13,T,8,3,21079.037397713597
13,T,8,5,19505.699630733852
13,T,8,7,18607.117460644546
13,T,8,9,18056.40169635987
13,T,9,1,30075.458809248237
13,T,9,2,26211.519896846276
13,T,9,3,21447.037397713597
13,T,9,5,19753.699630733852
13,T,9,7,18791.117460644546
13,T,9,9,18208.40169635987
13,T,10,1,31011.458809248237
13,T,10,2,26939.519896846276
13,T,10,3,21815.037397713597
13,T,10,5,20001.699630733852
13,T,10,7,18975.117460644546
13,T,10,9,18360.40169635987
14,BASELINE,1,1,23491.11840510481
14,BASELINE,1,2,21444.762748485045
14,BASELINE,1,3,19785.525956531877
14,BASELINE,1,5,19373.205555676668
14,BASELINE,1,7,19233.43255434644
14,BASELINE,1,9,16252.904377849914
14,BASELINE,2,1,24163.118405104815
14,BASELINE,2,2,21892.762748485045
14,BASELINE,2,3,20009.525956531877
14,BASELINE,2,5,19525.205555676668
14,BASELINE,2,7,19345.43255434644
14,BASELINE,2,9,16348.904377849914
14,BASELINE,3,1,24835.118405104815
14,BASELINE,3,2,22340.762748485045
14,BASELINE,3,3,20233.525956531877
14,BASELINE,3,5,19677.205555676668
14,BASELINE,3,7,19457.43255434644
14,BASELINE,3,9,16444.904377849914
14,BASELINE,4,1,25507.118405104815
14,BASELINE,4,2,22788.762748485045
14,BASELINE,4,3,20457.525956531877
14,BASELINE,4,5,19829.205555676668
14,BASELINE,4,7,19569.43255434644
14,BASELINE,4,9,16540.904377849914
14,BASELINE,5,1,26179.118405104815
14,BASELINE,5,2,23236.762748485045
14,BASELINE,5,3,20681.525956531877
14,BASELINE,5,5,19981.205555676668
14,BASELINE,5,7,19681.43255434644
14,BASELINE,5,9,16636.904377849914
14,BASELINE,6,1,26851.11840510481
14,BASELINE,6,2,23684.762748485045
14,BASELINE,6,3,20905.525956531877
14,BASELINE,6,5,20133.205555676668
14,BASELINE,6,7,19793.43255434644
14,BASELINE,6,9,16732.904377849914
14,BASELINE,7,1,27523.11840510481
14,BASELINE,7,2,24132.762748485045
14,BASELINE,7,3,21129.525956531877
14,BASELINE,7,5,20285.205555676665
