floors,layout,per_room_occ,responders,best_ms
5,BASELINE,9,5,2978.464995968084
5,BASELINE,9,7,2818.186706397792
5,BASELINE,9,9,2475.3684925841453
5,BASELINE,10,1,6087.707117357506
5,BASELINE,10,2,4699.035917139319
5,BASELINE,10,3,3427.691510359871
5,BASELINE,10,5,3034.464995968084
5,BASELINE,10,7,2858.186706397792
5,BASELINE,10,9,2507.3684925841453
5,L,1,1,4377.668301676802
5,L,1,2,3918.7082767080183
5,L,1,3,3118.486227349692
5,L,1,5,2860.497331511052
5,L,1,7,2558.113506438863
5,L,1,9,2454.54800213001
5,L,2,1,4737.668301676801
5,L,2,2,4206.708276708018
5,L,2,3,3262.486227349692
5,L,2,5,2956.497331511052
5,L,2,7,2630.113506438863
5,L,2,9,2518.5480021300104
5,L,3,1,5097.6683016768
5,L,3,2,4494.708276708018
5,L,3,3,3406.4862273496924
5,L,3,5,3052.497331511052
5,L,3,7,2702.113506438863
5,L,3,9,2582.5480021300104
5,L,4,1,5457.668301676802
5,L,4,2,4782.708276708017
5,L,4,3,3550.4862273496924
5,L,4,5,3148.497331511052
5,L,4,7,2774.113506438863
5,L,4,9,2646.5480021300104
5,L,5,1,5817.668301676802
5,L,5,2,5070.708276708017
5,L,5,3,3694.486227349693
5,L,5,5,3244.4973315110515
5,L,5,7,2846.113506438863
5,L,5,9,2710.5480021300104
5,L,6,1,6177.668301676801
5,L,6,2,5358.708276708017
5,L,6,3,3838.486227349693
5,L,6,5,3340.4973315110515
5,L,6,7,2918.113506438863
5,L,6,9,2774.5480021300104
5,L,7,1,6537.6683016768
5,L,7,2,5646.708276708018
5,L,7,3,3982.486227349693
5,L,7,5,3436.4973315110515
5,L,7,7,2990.113506438863
5,L,7,9,2838.5480021300104
5,L,8,1,6897.6683016768
5,L,8,2,5934.708276708018
5,L,8,3,4126.486227349693
5,L,8,5,3532.497331511051
5,L,8,7,3062.113506438863
5,L,8,9,2902.5480021300104
5,L,9,1,7257.6683016768
5,L,9,2,6222.708276708019
5,L,9,3,4270.486227349693
5,L,9,5,3628.497331511051
5,L,9,7,3134.113506438863
5,L,9,9,2966.5480021300104
5,L,10,1,7617.6683016768
5,L,10,2,6510.708276708019
5,L,10,3,4414.486227349693
5,L,10,5,3724.497331511051
5,L,10,7,3206.113506438863
5,L,10,9,3030.5480021300104
5,T,1,1,4717.383203558343
5,T,1,2,3921.094656569064
5,T,1,3,3217.998445456461
5,T,1,5,2921.8437157057674
5,T,1,7,2770.1324525071486
5,T,1,9,2621.1007366765507
5,T,2,1,5077.383203558342
5,T,2,2,4201.094656569065
5,T,2,3,3361.998445456461
5,T,2,5,3017.8437157057674
5,T,2,7,2842.1324525071486
5,T,2,9,2677.1007366765507
5,T,3,1,5437.383203558342
5,T,3,2,4481.094656569065
5,T,3,3,3505.998445456461
5,T,3,5,3113.8437157057674
5,T,3,7,2914.1324525071486
5,T,3,9,2733.1007366765507
5,T,4,1,5797.383203558343
5,T,4,2,4761.094656569064
5,T,4,3,3649.998445456461
5,T,4,5,3209.8437157057674
5,T,4,7,2986.1324525071486
5,T,4,9,2789.1007366765507
5,T,5,1,6157.383203558342
5,T,5,2,5041.094656569063
5,T,5,3,3793.998445456461
5,T,5,5,3305.8437157057674
5,T,5,7,3058.1324525071486
5,T,5,9,2845.1007366765507
5,T,6,1,6517.383203558342
5,T,6,2,5321.094656569062
5,T,6,3,3937.998445456461
5,T,6,5,3401.8437157057674
5,T,6,7,3130.1324525071486
5,T,6,9,2901.1007366765507
5,T,7,1,6877.383203558342
5,T,7,2,5601.094656569063
5,T,7,3,4081.998445456461
5,T,7,5,3497.8437157057674
5,T,7,7,3202.1324525071486
5,T,7,9,2957.1007366765507
5,T,8,1,7237.383203558341
5,T,8,2,5881.094656569063
5,T,8,3,4225.998445456461
5,T,8,5,3593.8437157057674
5,T,8,7,3274.1324525071486
5,T,8,9,3013.1007366765507
5,T,9,1,7597.383203558341
5,T,9,2,6161.094656569063
5,T,9,3,4369.998445456461
5,T,9,5,3689.8437157057674
5,T,9,7,3346.1324525071486
5,T,9,9,3069.1007366765507
5,T,10,1,7957.383203558341
5,T,10,2,6441.094656569063
5,T,10,3,4513.998445456461
5,T,10,5,3785.8437157057674
5,T,10,7,3418.1324525071486
5,T,10,9,3125.1007366765507
6,BASELINE,1,1,5301.874933450712
6,BASELINE,1,2,4482.018084603287
6,BASELINE,1,3,3809.392183265372
6,BASELINE,1,5,3615.091115250065
6,BASELINE,1,7,3561.7285685911943
6,BASELINE,1,9,3080.6294587336174
6,BASELINE,2,1,5589.874933450712
6,BASELINE,2,2,4674.018084603287
6,BASELINE,2,3,3905.392183265372
6,BASELINE,2,5,3679.091115250065
6,BASELINE,2,7,3609.7285685911943
6,BASELINE,2,9,3120.6294587336174
6,BASELINE,3,1,5877.874933450712
6,BASELINE,3,2,4866.018084603287
6,BASELINE,3,3,4001.392183265372
6,BASELINE,3,5,3743.091115250065
6,BASELINE,3,7,3657.7285685911943
6,BASELINE,3,9,3160.6294587336174
6,BASELINE,4,1,6165.874933450712
6,BASELINE,4,2,5058.018084603287
6,BASELINE,4,3,4097.392183265372
6,BASELINE,4,5,3807.091115250065
6,BASELINE,4,7,3705.7285685911943
6,BASELINE,4,9,3200.6294587336174
6,BASELINE,5,1,6453.874933450712
6,BASELINE,5,2,5250.018084603287
6,BASELINE,5,3,4193.392183265372
6,BASELINE,5,5,3871.091115250065
6,BASELINE,5,7,3753.7285685911943
6,BASELINE,5,9,3240.6294587336174
6,BASELINE,6,1,6741.874933450712
6,BASELINE,6,2,5442.018084603287
6,BASELINE,6,3,4289.392183265372
6,BASELINE,6,5,3935.091115250065
6,BASELINE,6,7,3801.7285685911943
6,BASELINE,6,9,3280.6294587336174
6,BASELINE,7,1,7029.874933450712
6,BASELINE,7,2,5634.018084603287
6,BASELINE,7,3,4385.392183265372
6,BASELINE,7,5,3999.091115250065
6,BASELINE,7,7,3849.7285685911943
6,BASELINE,7,9,3320.6294587336174
6,BASELINE,8,1,7317.874933450712
6,BASELINE,8,2,5826.018084603287
6,BASELINE,8,3,4481.392183265372
6,BASELINE,8,5,4063.091115250065
6,BASELINE,8,7,3897.7285685911943
6,BASELINE,8,9,3360.6294587336174
6,BASELINE,9,1,7605.874933450712
6,BASELINE,9,2,6018.018084603287
6,BASELINE,9,3,4577.392183265372
6,BASELINE,9,5,4127.091115250065
6,BASELINE,9,7,3945.7285685911943
6,BASELINE,9,9,3400.6294587336174
6,BASELINE,10,1,7893.874933450711
6,BASELINE,10,2,6210.018084603287
6,BASELINE,10,3,4673.392183265371
6,BASELINE,10,5,4191.091115250065
6,BASELINE,10,7,3993.7285685911943
6,BASELINE,10,9,3440.6294587336174
6,L,1,1,5810.017790025605
6,L,1,2,5351.057765056821
6,L,1,3,4395.204890342892
6,L,1,5,4034.317047488074
6,L,1,7,3750.3539211164
6,L,1,9,3512.351904848567
6,L,2,1,6242.017790025604
6,L,2,2,5711.057765056821
6,L,2,3,4579.204890342893
6,L,2,5,4154.317047488074
6,L,2,7,3846.3539211164
6,L,2,9,3584.351904848568
6,L,3,1,6674.017790025603
6,L,3,2,6071.057765056821
6,L,3,3,4763.204890342894
6,L,3,5,4274.317047488074
6,L,3,7,3942.3539211164
6,L,3,9,3656.351904848568
6,L,4,1,7106.017790025605
6,L,4,2,6431.05776505682
6,L,4,3,4947.204890342893
6,L,4,5,4394.317047488074
6,L,4,7,4038.3539211164
6,L,4,9,3728.351904848568
6,L,5,1,7538.017790025605
6,L,5,2,6791.05776505682
6,L,5,3,5131.204890342893
6,L,5,5,4514.3170474880735
6,L,5,7,4134.353921116401
6,L,5,9,3800.351904848568
6,L,6,1,7970.017790025604
6,L,6,2,7151.05776505682
6,L,6,3,5315.204890342893
6,L,6,5,4634.317047488073
6,L,6,7,4230.353921116401
6,L,6,9,3872.351904848568
6,L,7,1,8402.017790025604
6,L,7,2,7511.057765056821
6,L,7,3,5499.204890342893
6,L,7,5,4754.317047488073
6,L,7,7,4326.353921116401
6,L,7,9,3944.351904848568
6,L,8,1,8834.017790025604
6,L,8,2,7871.057765056821
6,L,8,3,5683.204890342893
6,L,8,5,4874.317047488073
6,L,8,7,4422.353921116401
6,L,8,9,4016.351904848568
6,L,9,1,9266.017790025608
6,L,9,2,8231.057765056823
6,L,9,3,5867.204890342893
6,L,9,5,4994.317047488073
6,L,9,7,4518.353921116401
6,L,9,9,4088.351904848568
6,L,10,1,9698.017790025608
6,L,10,2,8591.057765056823
6,L,10,3,6051.204890342893
6,L,10,5,5114.317047488073
6,L,10,7,4614.3539211164
6,L,10,9,4160.351904848568
6,T,1,1,6233.16776845607
6,T,1,2,5280.762890843636
6,T,1,3,4396.587812867867
6,T,1,5,4063.057745385581
6,T,1,7,3878.216515304364
6,T,1,9,3755.306852524605
6,T,2,1,6665.167768456069
6,T,2,2,5616.762890843636
6,T,2,3,4564.587812867867
6,T,2,5,4175.05774538558
6,T,2,7,3966.216515304364
6,T,2,9,3827.306852524605
6,T,3,1,7097.167768456069
6,T,3,2,5952.762890843636
6,T,3,3,4732.587812867868
6,T,3,5,4287.05774538558
6,T,3,7,4054.216515304364
6,T,3,9,3899.306852524605
6,T,4,1,7529.16776845607
6,T,4,2,6288.7628908436345
6,T,4,3,4900.587812867869
6,T,4,5,4399.05774538558
6,T,4,7,4142.216515304364
6,T,4,9,3971.306852524605
6,T,5,1,7961.167768456069
6,T,5,2,6624.7628908436345
6,T,5,3,5068.587812867868
6,T,5,5,4511.05774538558
6,T,5,7,4230.216515304364
6,T,5,9,4043.306852524605
6,T,6,1,8393.16776845607
6,T,6,2,6960.762890843633
6,T,6,3,5236.587812867868
6,T,6,5,4623.05774538558
6,T,6,7,4318.216515304364
6,T,6,9,4115.306852524605
6,T,7,1,8825.16776845607
6,T,7,2,7296.762890843635
6,T,7,3,5404.587812867868
6,T,7,5,4735.05774538558
6,T,7,7,4406.216515304364
6,T,7,9,4187.306852524605
6,T,8,1,9257.167768456067
6,T,8,2,7632.762890843635
6,T,8,3,5572.587812867868
6,T,8,5,4847.057745385582
6,T,8,7,4494.216515304364
6,T,8,9,4259.306852524605
6,T,9,1,9689.167768456073
6,T,9,2,7968.762890843635
6,T,9,3,5740.587812867868
6,T,9,5,4959.057745385582
6,T,9,7,4582.216515304364
6,T,9,9,4331.306852524605
6,T,10,1,10121.167768456073
6,T,10,2,8304.762890843635
6,T,10,3,5908.587812867868
6,T,10,5,5071.05774538558
6,T,10,7,4670.216515304364
6,T,10,9,4403.306852524605
7,BASELINE,1,1,6875.850062351301
7,BASELINE,1,2,5903.998314313634
7,BASELINE,1,3,5109.323291002463
7,BASELINE,1,5,4917.608174710986
7,BASELINE,1,7,4823.548862225481
7,BASELINE,1,9,4196.586699654331
7,BASELINE,2,1,7211.850062351301
7,BASELINE,2,2,6127.998314313634
7,BASELINE,2,3,5221.323291002463
7,BASELINE,2,5,4997.608174710986
7,BASELINE,2,7,4879.548862225481
7,BASELINE,2,9,4244.586699654331
7,BASELINE,3,1,7547.850062351301
7,BASELINE,3,2,6351.998314313634
7,BASELINE,3,3,5333.323291002463
7,BASELINE,3,5,5077.608174710986
7,BASELINE,3,7,4935.548862225481
7,BASELINE,3,9,4292.586699654331
7,BASELINE,4,1,7883.850062351301
7,BASELINE,4,2,6575.998314313634
7,BASELINE,4,3,5445.323291002463
7,BASELINE,4,5,5157.608174710986
7,BASELINE,4,7,4991.548862225481
7,BASELINE,4,9,4340.586699654331
7,BASELINE,5,1,8219.850062351301
7,BASELINE,5,2,6799.998314313634
7,BASELINE,5,3,5557.323291002463
7,BASELINE,5,5,5237.608174710986
7,BASELINE,5,7,5047.548862225481
7,BASELINE,5,9,4388.586699654331
7,BASELINE,6,1,8555.850062351301
7,BASELINE,6,2,7023.998314313634
7,BASELINE,6,3,5669.323291002463
7,BASELINE,6,5,5317.608174710986
7,BASELINE,6,7,5103.548862225481
7,BASELINE,6,9,4436.586699654331
7,BASELINE,7,1,8891.850062351301
7,BASELINE,7,2,7247.998314313634
7,BASELINE,7,3,5781.323291002463
7,BASELINE,7,5,5397.608174710986
7,BASELINE,7,7,5159.548862225481
7,BASELINE,7,9,4484.586699654331
7,BASELINE,8,1,9227.8500623513
7,BASELINE,8,2,7471.998314313634
7,BASELINE,8,3,5893.323291002463
7,BASELINE,8,5,5477.608174710986
7,BASELINE,8,7,5215.548862225481
7,BASELINE,8,9,4532.586699654331
7,BASELINE,9,1,9563.8500623513
7,BASELINE,9,2,7695.998314313634
7,BASELINE,9,3,6005.323291002463
7,BASELINE,9,5,5557.608174710986
7,BASELINE,9,7,5271.548862225481
7,BASELINE,9,9,4580.586699654331
7,BASELINE,10,1,9899.8500623513
7,BASELINE,10,2,7919.998314313634
7,BASELINE,10,3,6117.323291002462
7,BASELINE,10,5,5637.608174710986
7,BASELINE,10,7,5327.548862225481
7,BASELINE,10,9,4628.586699654331
7,L,1,1,7440.659774373051
7,L,1,2,6981.699749404267
7,L,1,3,5785.1204453396695
7,L,1,5,5406.185057995701
7,L,1,7,5041.7214452274475
7,L,1,9,4716.578968887716
7,L,2,1,7944.65977437305
7,L,2,2,7413.699749404267
7,L,2,3,6001.1204453396695
7,L,2,5,5550.185057995701
7,L,2,7,5153.7214452274475
7,L,2,9,4804.578968887717
7,L,3,1,8448.659774373049
7,L,3,2,7845.699749404267
7,L,3,3,6217.1204453396695
7,L,3,5,5694.185057995701
7,L,3,7,5265.7214452274475
7,L,3,9,4892.578968887717
7,L,4,1,8952.659774373053
7,L,4,2,8277.699749404266
7,L,4,3,6433.12044533967
7,L,4,5,5838.185057995701
7,L,4,7,5377.7214452274475
7,L,4,9,4980.578968887717
7,L,5,1,9456.659774373054
7,L,5,2,8709.699749404266
7,L,5,3,6649.12044533967
7,L,5,5,5982.1850579957
7,L,5,7,5489.7214452274475
7,L,5,9,5068.578968887717
7,L,6,1,9960.659774373054
7,L,6,2,9141.69974940427
7,L,6,3,6865.12044533967
7,L,6,5,6126.1850579957
7,L,6,7,5601.7214452274475
7,L,6,9,5156.578968887717
7,L,7,1,10464.659774373053
7,L,7,2,9573.699749404272
7,L,7,3,7081.12044533967
7,L,7,5,6270.1850579957
7,L,7,7,5713.7214452274475
7,L,7,9,5244.578968887717
7,L,8,1,10968.659774373053
7,L,8,2,10005.699749404272
7,L,8,3,7297.12044533967
7,L,8,5,6414.1850579957
7,L,8,7,5825.7214452274475
7,L,8,9,5332.578968887717
7,L,9,1,11472.659774373056
7,L,9,2,10437.699749404272
7,L,9,3,7513.12044533967
7,L,9,5,6558.1850579957
7,L,9,7,5937.7214452274475
7,L,9,9,5420.578968887717
7,L,10,1,11976.659774373056
7,L,10,2,10869.699749404272
7,L,10,3,7729.12044533967
7,L,10,5,6702.1850579957
7,L,10,7,6049.7214452274475
7,L,10,9,5508.578968887717
7,T,1,1,7999.233368861674
7,T,1,2,6839.7949120987905
7,T,1,3,5841.619834123022
7,T,1,5,5453.444584636316
7,T,1,7,5193.136745426546
7,T,1,9,5011.549760956675
7,T,2,1,8503.233368861673
7,T,2,2,7231.7949120987905
7,T,2,3,6041.619834123022
7,T,2,5,5589.444584636316
7,T,2,7,5297.136745426546
7,T,2,9,5091.549760956675
7,T,3,1,9007.23336886167
7,T,3,2,7623.7949120987905
7,T,3,3,6241.619834123023
7,T,3,5,5725.444584636316
7,T,3,7,5401.136745426546
7,T,3,9,5171.549760956675
7,T,4,1,9511.233368861676
7,T,4,2,8015.794912098789
7,T,4,3,6441.619834123024
7,T,4,5,5861.444584636316
7,T,4,7,5505.136745426546
7,T,4,9,5251.549760956675
7,T,5,1,10015.233368861676
7,T,5,2,8407.794912098789
7,T,5,3,6641.619834123023
7,T,5,5,5997.444584636316
7,T,5,7,5609.136745426546
7,T,5,9,5331.549760956675
7,T,6,1,10519.233368861676
7,T,6,2,8799.794912098787
7,T,6,3,6841.619834123023
7,T,6,5,6133.444584636316
7,T,6,7,5713.136745426546
7,T,6,9,5411.549760956675
7,T,7,1,11023.233368861676
7,T,7,2,9191.794912098789
7,T,7,3,7041.619834123023
7,T,7,5,6269.444584636316
7,T,7,7,5817.136745426546
7,T,7,9,5491.549760956675
7,T,8,1,11527.233368861673
7,T,8,2,9583.79491209879
7,T,8,3,7241.619834123023
7,T,8,5,6405.444584636316
7,T,8,7,5921.136745426546
7,T,8,9,5571.549760956675
7,T,9,1,12031.233368861676
7,T,9,2,9975.79491209879
7,T,9,3,7441.619834123023
7,T,9,5,6541.444584636316
7,T,9,7,6025.136745426546
7,T,9,9,5651.549760956675
7,T,10,1,12535.233368861676
7,T,10,2,10367.79491209879
7,T,10,3,7641.619834123023
7,T,10,5,6677.444584636316
7,T,10,7,6129.1367454265455
7,T,10,9,5731.549760956675
8,BASELINE,1,1,8649.684609846268
8,BASELINE,1,2,7525.263350439356
8,BASELINE,1,3,6607.985734191803
8,BASELINE,1,5,6348.352268617369
8,BASELINE,1,7,6284.129654697779
8,BASELINE,1,9,5362.91305322314
8,BASELINE,2,1,9033.684609846268
8,BASELINE,2,2,7781.263350439356
8,BASELINE,2,3,6735.985734191803
8,BASELINE,2,5,6436.352268617369
8,BASELINE,2,7,6348.129654697779
8,BASELINE,2,9,5418.91305322314
8,BASELINE,3,1,9417.684609846268
8,BASELINE,3,2,8037.263350439356
8,BASELINE,3,3,6863.985734191803
8,BASELINE,3,5,6524.352268617369
8,BASELINE,3,7,6412.129654697779
8,BASELINE,3,9,5474.91305322314
8,BASELINE,4,1,9801.684609846268
8,BASELINE,4,2,8293.263350439356
8,BASELINE,4,3,6991.985734191803
8,BASELINE,4,5,6612.352268617369
8,BASELINE,4,7,6476.129654697779
8,BASELINE,4,9,5530.91305322314
8,BASELINE,5,1,10185.684609846268
8,BASELINE,5,2,8549.263350439356
8,BASELINE,5,3,7119.985734191803
8,BASELINE,5,5,6700.352268617369
8,BASELINE,5,7,6540.129654697779
8,BASELINE,5,9,5586.91305322314
8,BASELINE,6,1,10569.684609846268
8,BASELINE,6,2,8805.263350439356
8,BASELINE,6,3,7247.985734191803
8,BASELINE,6,5,6788.352268617369
8,BASELINE,6,7,6604.129654697779
8,BASELINE,6,9,5642.91305322314
8,BASELINE,7,1,10953.684609846268
8,BASELINE,7,2,9061.263350439356
8,BASELINE,7,3,7375.985734191803
8,BASELINE,7,5,6876.352268617369
8,BASELINE,7,7,6668.129654697779
8,BASELINE,7,9,5698.91305322314
8,BASELINE,8,1,11337.684609846268
8,BASELINE,8,2,9317.263350439356
8,BASELINE,8,3,7503.985734191803
8,BASELINE,8,5,6964.352268617369
8,BASELINE,8,7,6732.129654697779
8,BASELINE,8,9,5754.91305322314
8,BASELINE,9,1,11721.684609846268
8,BASELINE,9,2,9573.263350439356
8,BASELINE,9,3,7631.985734191803
8,BASELINE,9,5,7052.352268617369
8,BASELINE,9,7,6796.129654697779
8,BASELINE,9,9,5810.91305322314
8,BASELINE,10,1,12105.684609846268
8,BASELINE,10,2,9829.263350439356
8,BASELINE,10,3,7759.985734191802
8,BASELINE,10,5,7140.352268617369
8,BASELINE,10,7,6860.129654697779
8,BASELINE,10,9,5866.91305322314
8,L,1,1,9270.075759986885
8,L,1,2,8811.115735018098
8,L,1,3,7458.581049728254
8,L,1,5,6976.658067887365
8,L,1,7,6495.958243637706
8,L,1,9,6153.087485612805
8,L,2,1,9846.075759986885
8,L,2,2,9315.115735018102
8,L,2,3,7714.581049728256
8,L,2,5,7144.658067887365
8,L,2,7,6623.958243637706
8,L,2,9,6257.087485612806
8,L,3,1,10422.075759986885
8,L,3,2,9819.115735018102
8,L,3,3,7970.581049728256
8,L,3,5,7312.658067887365
8,L,3,7,6751.958243637706
8,L,3,9,6361.087485612806
8,L,4,1,10998.075759986888
8,L,4,2,10323.1157350181
8,L,4,3,8226.581049728255
8,L,4,5,7480.658067887365
8,L,4,7,6879.958243637706
8,L,4,9,6465.087485612806
8,L,5,1,11574.075759986888
8,L,5,2,10827.1157350181
8,L,5,3,8482.581049728255
8,L,5,5,7648.658067887364
8,L,5,7,7007.958243637706
8,L,5,9,6569.087485612806
8,L,6,1,12150.075759986888
8,L,6,2,11331.115735018104
8,L,6,3,8738.581049728255
8,L,6,5,7816.658067887364
8,L,6,7,7135.958243637706
8,L,6,9,6673.087485612806
8,L,7,1,12726.075759986888
8,L,7,2,11835.115735018106
8,L,7,3,8994.581049728255
8,L,7,5,7984.658067887364
8,L,7,7,7263.958243637706
8,L,7,9,6777.087485612806
8,L,8,1,13302.075759986888
8,L,8,2,12339.115735018106
8,L,8,3,9250.581049728253
8,L,8,5,8152.658067887364
8,L,8,7,7391.958243637706
8,L,8,9,6881.087485612806
8,L,9,1,13878.07575998689
8,L,9,2,12843.115735018106
8,L,9,3,9506.581049728253
8,L,9,5,8320.658067887363
8,L,9,7,7519.958243637706
8,L,9,9,6985.087485612806
8,L,10,1,14454.07575998689
8,L,10,2,13347.115735018106
8,L,10,3,9762.581049728253
8,L,10,5,8488.658067887363
8,L,10,7,7647.958243637706
8,L,10,9,7089.087485612806
8,T,1,1,9913.816995826037
8,T,1,2,8598.378539063151
8,T,1,3,7418.892012914951
8,T,1,5,6984.001339928006
8,T,1,7,6717.824850390273
8,T,1,9,6529.380619647974
8,T,2,1,10489.816995826037
8,T,2,2,9046.37853906315
8,T,2,3,7642.892012914951
8,T,2,5,7136.001339928006
8,T,2,7,6829.824850390273
8,T,2,9,6625.380619647974
8,T,3,1,11065.816995826031
8,T,3,2,9494.378539063153
8,T,3,3,7866.892012914952
8,T,3,5,7288.001339928006
8,T,3,7,6941.824850390273
8,T,3,9,6721.380619647974
8,T,4,1,11641.816995826037
8,T,4,2,9942.378539063153
8,T,4,3,8090.892012914953
8,T,4,5,7440.001339928006
8,T,4,7,7053.824850390273
8,T,4,9,6817.380619647974
8,T,5,1,12217.816995826037
8,T,5,2,10390.378539063153
8,T,5,3,8314.892012914952
8,T,5,5,7592.001339928006
8,T,5,7,7165.824850390273
8,T,5,9,6913.380619647974
8,T,6,1,12793.816995826037
8,T,6,2,10838.37853906315
8,T,6,3,8538.892012914952
8,T,6,5,7744.001339928006
8,T,6,7,7277.824850390273
8,T,6,9,7009.380619647974
8,T,7,1,13369.816995826037
8,T,7,2,11286.37853906315
8,T,7,3,8762.892012914952
8,T,7,5,7896.001339928006
8,T,7,7,7389.824850390273
8,T,7,9,7105.380619647974
8,T,8,1,13945.816995826037
8,T,8,2,11734.378539063153
8,T,8,3,8986.892012914954
8,T,8,5,8048.001339928006
8,T,8,7,7501.824850390273
8,T,8,9,7201.380619647974
8,T,9,1,14521.81699582604
8,T,9,2,12182.378539063153
8,T,9,3,9210.892012914952
8,T,9,5,8200.001339928007
8,T,9,7,7613.824850390273
8,T,9,9,7297.380619647974
8,T,10,1,15097.81699582604
8,T,10,2,12630.378539063153
8,T,10,3,9434.892012914952
8,T,10,5,8352.001339928007
8,T,10,7,7725.824850390273
8,T,10,9,7393.380619647974
9,BASELINE,1,1,10623.415880522982
9,BASELINE,1,2,9345.992461733784
9,BASELINE,1,3,8305.694477599907
9,BASELINE,1,5,8032.770372718905
9,BASELINE,1,7,7943.775766249592
9,BASELINE,1,9,6890.15553049685
9,BASELINE,2,1,11055.415880522982
9,BASELINE,2,2,9633.992461733784
9,BASELINE,2,3,8449.694477599907
9,BASELINE,2,5,8128.770372718905
9,BASELINE,2,7,8015.775766249592
9,BASELINE,2,9,6954.15553049685
9,BASELINE,3,1,11487.415880522982
9,BASELINE,3,2,9921.992461733784
9,BASELINE,3,3,8593.694477599907
9,BASELINE,3,5,8224.770372718904
9,BASELINE,3,7,8087.775766249592
9,BASELINE,3,9,7018.15553049685
9,BASELINE,4,1,11919.415880522982
9,BASELINE,4,2,10209.992461733784
9,BASELINE,4,3,8737.694477599907
9,BASELINE,4,5,8320.770372718904
9,BASELINE,4,7,8159.775766249592
9,BASELINE,4,9,7082.15553049685
9,BASELINE,5,1,12351.415880522982
9,BASELINE,5,2,10497.992461733784
9,BASELINE,5,3,8881.694477599907
9,BASELINE,5,5,8416.770372718904
9,BASELINE,5,7,8231.775766249591
9,BASELINE,5,9,7146.15553049685
9,BASELINE,6,1,12783.415880522982
9,BASELINE,6,2,10785.992461733784
9,BASELINE,6,3,9025.694477599907
9,BASELINE,6,5,8512.770372718904
9,BASELINE,6,7,8303.775766249591
9,BASELINE,6,9,7210.15553049685
9,BASELINE,7,1,13215.415880522982
9,BASELINE,7,2,11073.992461733784
9,BASELINE,7,3,9169.694477599907
9,BASELINE,7,5,8608.770372718904
9,BASELINE,7,7,8375.775766249591
9,BASELINE,7,9,7274.15553049685
9,BASELINE,8,1,13647.415880522982
9,BASELINE,8,2,11361.992461733784
9,BASELINE,8,3,9313.694477599907
9,BASELINE,8,5,8704.770372718904
9,BASELINE,8,7,8447.775766249591
9,BASELINE,8,9,7338.15553049685
9,BASELINE,9,1,14079.415880522982
9,BASELINE,9,2,11649.992461733784
9,BASELINE,9,3,9457.694477599907
9,BASELINE,9,5,8800.770372718904
9,BASELINE,9,7,8519.775766249591
9,BASELINE,9,9,7402.15553049685
9,BASELINE,10,1,14511.41588052298
9,BASELINE,10,2,11937.992461733784
9,BASELINE,10,3,9601.694477599907
9,BASELINE,10,5,8896.770372718904
9,BASELINE,10,7,8591.775766249591
9,BASELINE,10,9,7466.15553049685
9,L,1,1,11298.56934393166
9,L,1,2,10839.609318962874
9,L,1,3,9246.130320024791
9,L,1,5,8746.084800049037
9,L,1,7,8128.154092823555
9,L,1,9,7835.009271528758
9,L,2,1,11946.56934393166
9,L,2,2,11415.609318962875
9,L,2,3,9534.130320024791
9,L,2,5,8938.084800049037
9,L,2,7,8272.154092823555
9,L,2,9,7955.009271528757
9,L,3,1,12594.569343931658
9,L,3,2,11991.609318962875
9,L,3,3,9822.130320024791
9,L,3,5,9130.084800049037
9,L,3,7,8416.154092823555
9,L,3,9,8075.009271528757
9,L,4,1,13242.569343931662
9,L,4,2,12567.609318962875
9,L,4,3,10110.130320024791
9,L,4,5,9322.084800049037
9,L,4,7,8560.154092823555
9,L,4,9,8195.009271528757
9,L,5,1,13890.569343931664
9,L,5,2,13143.609318962875
9,L,5,3,10398.130320024791
9,L,5,5,9514.084800049037
9,L,5,7,8704.154092823555
9,L,5,9,8315.009271528757
9,L,6,1,14538.569343931664
9,L,6,2,13719.60931896288
9,L,6,3,10686.130320024791
9,L,6,5,9706.084800049037
9,L,6,7,8848.154092823555
9,L,6,9,8435.009271528757
9,L,7,1,15186.569343931662
9,L,7,2,14295.60931896288
9,L,7,3,10974.130320024791
9,L,7,5,9898.084800049037
9,L,7,7,8992.154092823555
9,L,7,9,8555.009271528757
9,L,8,1,15834.569343931662
9,L,8,2,14871.60931896288
9,L,8,3,11262.130320024791
9,L,8,5,10090.084800049037
9,L,8,7,9136.154092823555
9,L,8,9,8675.009271528757
9,L,9,1,16482.569343931667
9,L,9,2,15447.60931896288
9,L,9,3,11550.130320024791
9,L,9,5,10282.084800049037
9,L,9,7,9280.154092823555
9,L,9,9,8795.009271528757
9,L,10,1,17130.569343931667
9,L,10,2,16023.60931896288
9,L,10,3,11838.130320024791
9,L,10,5,10474.084800049037
9,L,10,7,9424.154092823555
9,L,10,9,8915.009271528757
9,T,1,1,12028.067650281087
9,T,1,2,10556.629193518203
9,T,1,3,9263.142667370004
9,T,1,5,8723.913157885967
9,T,1,7,8447.851009792828
9,T,1,9,8228.739945517687
9,T,2,1,12676.067650281087
9,T,2,2,11060.629193518202
9,T,2,3,9519.142667370004
9,T,2,5,8891.913157885967
9,T,2,7,8575.851009792828
9,T,2,9,8332.739945517687
9,T,3,1,13324.067650281086
9,T,3,2,11564.629193518203
9,T,3,3,9775.142667370004
9,T,3,5,9059.913157885969
9,T,3,7,8703.851009792828
