floors,layout,per_room_occ,responders,exit_combo_id,exit_combo,makespan_s,makespan_hms
8,L,3,8,0,LLLLRRRR,6751.958243637706,01:52:32
8,L,3,8,1,RRRRLLLL,6751.958243637706,01:52:32
8,L,3,8,2,LRLRLRLR,6751.958243637706,01:52:32
8,L,3,8,3,RLRLRLRL,6751.958243637706,01:52:32
8,L,3,9,0,LLLLLRRRR,6751.958243637706,01:52:32
8,L,3,9,1,RRRRRLLLL,6361.087485612806,01:46:01
8,L,3,9,2,LRLRLRLRL,6751.958243637706,01:52:32
8,L,3,9,3,RLRLRLRLR,6361.087485612806,01:46:01
8,L,3,10,0,LLLLLRRRRR,6361.087485612806,01:46:01
8,L,3,10,1,RRRRRLLLLL,6361.087485612806,01:46:01
8,L,3,10,2,LRLRLRLRLR,6361.087485612806,01:46:01
8,L,3,10,3,RLRLRLRLRL,6361.087485612806,01:46:01
8,L,4,1,0,L,10998.075759986887,03:03:18
8,L,4,1,1,R,11129.393864010835,03:05:29
8,L,4,2,0,LR,10323.1157350181,02:52:03
8,L,4,2,1,RL,10323.1157350181,02:52:03
8,L,4,3,0,LLR,10323.1157350181,02:52:03
8,L,4,3,1,RRL,8226.581049728255,02:17:07
8,L,4,3,2,LRL,10323.1157350181,02:52:03
8,L,4,3,3,RLR,8226.581049728255,02:17:07
8,L,4,4,0,LLRR,8226.581049728255,02:17:07
8,L,4,4,1,RRLL,8226.581049728255,02:17:07
8,L,4,4,2,LRLR,8226.581049728255,02:17:07
8,L,4,4,3,RLRL,8226.581049728255,02:17:07
8,L,4,5,0,LLLRR,8226.581049728255,02:17:07
8,L,4,5,1,RRRLL,7480.658067887365,02:04:41
8,L,4,5,2,LRLRL,8226.581049728255,02:17:07
8,L,4,5,3,RLRLR,7480.658067887365,02:04:41
8,L,4,6,0,LLLRRR,7480.658067887365,02:04:41
8,L,4,6,1,RRRLLL,7480.658067887365,02:04:41
8,L,4,6,2,LRLRLR,7480.658067887365,02:04:41
8,L,4,6,3,RLRLRL,7480.658067887365,02:04:41
8,L,4,7,0,LLLLRRR,7480.658067887365,02:04:41
8,L,4,7,1,RRRRLLL,6879.958243637706,01:54:40
8,L,4,7,2,LRLRLRL,7480.658067887365,02:04:41
8,L,4,7,3,RLRLRLR,6879.958243637706,01:54:40
8,L,4,8,0,LLLLRRRR,6879.958243637706,01:54:40
8,L,4,8,1,RRRRLLLL,6879.958243637706,01:54:40
8,L,4,8,2,LRLRLRLR,6879.958243637706,01:54:40
8,L,4,8,3,RLRLRLRL,6879.958243637706,01:54:40
8,L,4,9,0,LLLLLRRRR,6879.958243637706,01:54:40
8,L,4,9,1,RRRRRLLLL,6465.087485612806,01:47:45
8,L,4,9,2,LRLRLRLRL,6879.958243637706,01:54:40
8,L,4,9,3,RLRLRLRLR,6465.087485612806,01:47:45
8,L,4,10,0,LLLLLRRRRR,6465.087485612806,01:47:45
8,L,4,10,1,RRRRRLLLLL,6465.087485612806,01:47:45
8,L,4,10,2,LRLRLRLRLR,6465.087485612806,01:47:45
8,L,4,10,3,RLRLRLRLRL,6465.087485612806,01:47:45
8,L,5,1,0,L,11574.075759986888,03:12:54
8,L,5,1,1,R,11705.393864010837,03:15:05
8,L,5,2,0,LR,10827.1157350181,03:00:27
8,L,5,2,1,RL,10827.1157350181,03:00:27
8,L,5,3,0,LLR,10827.1157350181,03:00:27
8,L,5,3,1,RRL,8482.581049728255,02:21:23
8,L,5,3,2,LRL,10827.1157350181,03:00:27
8,L,5,3,3,RLR,8482.581049728255,02:21:23
8,L,5,4,0,LLRR,8482.581049728255,02:21:23
8,L,5,4,1,RRLL,8482.581049728255,02:21:23
8,L,5,4,2,LRLR,8482.581049728255,02:21:23
8,L,5,4,3,RLRL,8482.581049728255,02:21:23
8,L,5,5,0,LLLRR,8482.581049728255,02:21:23
8,L,5,5,1,RRRLL,7648.658067887364,02:07:29
8,L,5,5,2,LRLRL,8482.581049728255,02:21:23
8,L,5,5,3,RLRLR,7648.658067887364,02:07:29
8,L,5,6,0,LLLRRR,7648.658067887364,02:07:29
8,L,5,6,1,RRRLLL,7648.658067887364,02:07:29
8,L,5,6,2,LRLRLR,7648.658067887364,02:07:29
8,L,5,6,3,RLRLRL,7648.658067887364,02:07:29
8,L,5,7,0,LLLLRRR,7648.658067887364,02:07:29
8,L,5,7,1,RRRRLLL,7007.958243637706,01:56:48
8,L,5,7,2,LRLRLRL,7648.658067887364,02:07:29
8,L,5,7,3,RLRLRLR,7007.958243637706,01:56:48
8,L,5,8,0,LLLLRRRR,7007.958243637706,01:56:48
8,L,5,8,1,RRRRLLLL,7007.958243637706,01:56:48
8,L,5,8,2,LRLRLRLR,7007.958243637706,01:56:48
8,L,5,8,3,RLRLRLRL,7007.958243637706,01:56:48
8,L,5,9,0,LLLLLRRRR,7007.958243637706,01:56:48
8,L,5,9,1,RRRRRLLLL,6569.087485612806,01:49:29
8,L,5,9,2,LRLRLRLRL,7007.958243637706,01:56:48
8,L,5,9,3,RLRLRLRLR,6569.087485612806,01:49:29
8,L,5,10,0,LLLLLRRRRR,6569.087485612806,01:49:29
8,L,5,10,1,RRRRRLLLLL,6569.087485612806,01:49:29
8,L,5,10,2,LRLRLRLRLR,6569.087485612806,01:49:29
8,L,5,10,3,RLRLRLRLRL,6569.087485612806,01:49:29
8,L,6,1,0,L,12150.075759986888,03:22:30
8,L,6,1,1,R,12281.393864010835,03:24:41
8,L,6,2,0,LR,11331.115735018104,03:08:51
8,L,6,2,1,RL,11331.115735018104,03:08:51
8,L,6,3,0,LLR,11331.115735018104,03:08:51
8,L,6,3,1,RRL,8738.581049728255,02:25:39
8,L,6,3,2,LRL,11331.115735018104,03:08:51
8,L,6,3,3,RLR,8738.581049728255,02:25:39
8,L,6,4,0,LLRR,8738.581049728255,02:25:39
8,L,6,4,1,RRLL,8738.581049728255,02:25:39
8,L,6,4,2,LRLR,8738.581049728255,02:25:39
8,L,6,4,3,RLRL,8738.581049728255,02:25:39
8,L,6,5,0,LLLRR,8738.581049728255,02:25:39
8,L,6,5,1,RRRLL,7816.658067887364,02:10:17
8,L,6,5,2,LRLRL,8738.581049728255,02:25:39
8,L,6,5,3,RLRLR,7816.658067887364,02:10:17
8,L,6,6,0,LLLRRR,7816.658067887364,02:10:17
8,L,6,6,1,RRRLLL,7816.658067887364,02:10:17
8,L,6,6,2,LRLRLR,7816.658067887364,02:10:17
8,L,6,6,3,RLRLRL,7816.658067887364,02:10:17
8,L,6,7,0,LLLLRRR,7816.658067887364,02:10:17
8,L,6,7,1,RRRRLLL,7135.958243637706,01:58:56
8,L,6,7,2,LRLRLRL,7816.658067887364,02:10:17
8,L,6,7,3,RLRLRLR,7135.958243637706,01:58:56
8,L,6,8,0,LLLLRRRR,7135.958243637706,01:58:56
8,L,6,8,1,RRRRLLLL,7135.958243637706,01:58:56
8,L,6,8,2,LRLRLRLR,7135.958243637706,01:58:56
8,L,6,8,3,RLRLRLRL,7135.958243637706,01:58:56
8,L,6,9,0,LLLLLRRRR,7135.958243637706,01:58:56
8,L,6,9,1,RRRRRLLLL,6673.087485612806,01:51:13
8,L,6,9,2,LRLRLRLRL,7135.958243637706,01:58:56
8,L,6,9,3,RLRLRLRLR,6673.087485612806,01:51:13
8,L,6,10,0,LLLLLRRRRR,6673.087485612806,01:51:13
8,L,6,10,1,RRRRRLLLLL,6673.087485612806,01:51:13
8,L,6,10,2,LRLRLRLRLR,6673.087485612806,01:51:13
8,L,6,10,3,RLRLRLRLRL,6673.087485612806,01:51:13
8,L,7,1,0,L,12726.075759986887,03:32:06
8,L,7,1,1,R,12857.393864010835,03:34:17
8,L,7,2,0,LR,11835.115735018106,03:17:15
8,L,7,2,1,RL,11835.115735018106,03:17:15
8,L,7,3,0,LLR,11835.115735018106,03:17:15
8,L,7,3,1,RRL,8994.581049728255,02:29:55
8,L,7,3,2,LRL,11835.115735018106,03:17:15
8,L,7,3,3,RLR,8994.581049728255,02:29:55
8,L,7,4,0,LLRR,8994.581049728255,02:29:55
8,L,7,4,1,RRLL,8994.581049728255,02:29:55
8,L,7,4,2,LRLR,8994.581049728255,02:29:55
8,L,7,4,3,RLRL,8994.581049728255,02:29:55
8,L,7,5,0,LLLRR,8994.581049728255,02:29:55
8,L,7,5,1,RRRLL,7984.658067887364,02:13:05
8,L,7,5,2,LRLRL,8994.581049728255,02:29:55
8,L,7,5,3,RLRLR,7984.658067887364,02:13:05
8,L,7,6,0,LLLRRR,7984.658067887364,02:13:05
8,L,7,6,1,RRRLLL,7984.658067887364,02:13:05
8,L,7,6,2,LRLRLR,7984.658067887364,02:13:05
8,L,7,6,3,RLRLRL,7984.658067887364,02:13:05
8,L,7,7,0,LLLLRRR,7984.658067887364,02:13:05
8,L,7,7,1,RRRRLLL,7263.958243637706,02:01:04
8,L,7,7,2,LRLRLRL,7984.658067887364,02:13:05
8,L,7,7,3,RLRLRLR,7263.958243637706,02:01:04
8,L,7,8,0,LLLLRRRR,7263.958243637706,02:01:04
8,L,7,8,1,RRRRLLLL,7263.958243637706,02:01:04
8,L,7,8,2,LRLRLRLR,7263.958243637706,02:01:04
8,L,7,8,3,RLRLRLRL,7263.958243637706,02:01:04
8,L,7,9,0,LLLLLRRRR,7263.958243637706,02:01:04
8,L,7,9,1,RRRRRLLLL,6777.087485612806,01:52:57
8,L,7,9,2,LRLRLRLRL,7263.958243637706,02:01:04
8,L,7,9,3,RLRLRLRLR,6777.087485612806,01:52:57
8,L,7,10,0,LLLLLRRRRR,6777.087485612806,01:52:57
8,L,7,10,1,RRRRRLLLLL,6777.087485612806,01:52:57
8,L,7,10,2,LRLRLRLRLR,6777.087485612806,01:52:57
8,L,7,10,3,RLRLRLRLRL,6777.087485612806,01:52:57
8,L,8,1,0,L,13302.075759986887,03:41:42
8,L,8,1,1,R,13433.393864010835,03:43:53
8,L,8,2,0,LR,12339.115735018106,03:25:39
8,L,8,2,1,RL,12339.115735018106,03:25:39
8,L,8,3,0,LLR,12339.115735018106,03:25:39
8,L,8,3,1,RRL,9250.581049728253,02:34:11
8,L,8,3,2,LRL,12339.115735018106,03:25:39
8,L,8,3,3,RLR,9250.581049728253,02:34:11
8,L,8,4,0,LLRR,9250.581049728253,02:34:11
8,L,8,4,1,RRLL,9250.581049728253,02:34:11
8,L,8,4,2,LRLR,9250.581049728253,02:34:11
8,L,8,4,3,RLRL,9250.581049728253,02:34:11
8,L,8,5,0,LLLRR,9250.581049728253,02:34:11
8,L,8,5,1,RRRLL,8152.658067887364,02:15:53
8,L,8,5,2,LRLRL,9250.581049728253,02:34:11
8,L,8,5,3,RLRLR,8152.658067887364,02:15:53
8,L,8,6,0,LLLRRR,8152.658067887364,02:15:53
8,L,8,6,1,RRRLLL,8152.658067887364,02:15:53
8,L,8,6,2,LRLRLR,8152.658067887364,02:15:53
8,L,8,6,3,RLRLRL,8152.658067887364,02:15:53
8,L,8,7,0,LLLLRRR,8152.658067887364,02:15:53
8,L,8,7,1,RRRRLLL,7391.958243637706,02:03:12
8,L,8,7,2,LRLRLRL,8152.658067887364,02:15:53
8,L,8,7,3,RLRLRLR,7391.958243637706,02:03:12
8,L,8,8,0,LLLLRRRR,7391.958243637706,02:03:12
8,L,8,8,1,RRRRLLLL,7391.958243637706,02:03:12
8,L,8,8,2,LRLRLRLR,7391.958243637706,02:03:12
8,L,8,8,3,RLRLRLRL,7391.958243637706,02:03:12
8,L,8,9,0,LLLLLRRRR,7391.958243637706,02:03:12
8,L,8,9,1,RRRRRLLLL,6881.087485612806,01:54:41
8,L,8,9,2,LRLRLRLRL,7391.958243637706,02:03:12
8,L,8,9,3,RLRLRLRLR,6881.087485612806,01:54:41
8,L,8,10,0,LLLLLRRRRR,6881.087485612806,01:54:41
8,L,8,10,1,RRRRRLLLLL,6881.087485612806,01:54:41
8,L,8,10,2,LRLRLRLRLR,6881.087485612806,01:54:41
8,L,8,10,3,RLRLRLRLRL,6881.087485612806,01:54:41
8,L,9,1,0,L,13878.07575998689,03:51:18
8,L,9,1,1,R,14009.393864010839,03:53:29
8,L,9,2,0,LR,12843.115735018106,03:34:03
8,L,9,2,1,RL,12843.115735018106,03:34:03
8,L,9,3,0,LLR,12843.115735018106,03:34:03
8,L,9,3,1,RRL,9506.581049728253,02:38:27
8,L,9,3,2,LRL,12843.115735018106,03:34:03
8,L,9,3,3,RLR,9506.581049728253,02:38:27
8,L,9,4,0,LLRR,9506.581049728253,02:38:27
8,L,9,4,1,RRLL,9506.581049728253,02:38:27
8,L,9,4,2,LRLR,9506.581049728253,02:38:27
8,L,9,4,3,RLRL,9506.581049728253,02:38:27
8,L,9,5,0,LLLRR,9506.581049728253,02:38:27
8,L,9,5,1,RRRLL,8320.658067887363,02:18:41
8,L,9,5,2,LRLRL,9506.581049728253,02:38:27
8,L,9,5,3,RLRLR,8320.658067887363,02:18:41
8,L,9,6,0,LLLRRR,8320.658067887363,02:18:41
8,L,9,6,1,RRRLLL,8320.658067887363,02:18:41
8,L,9,6,2,LRLRLR,8320.658067887363,02:18:41
8,L,9,6,3,RLRLRL,8320.658067887363,02:18:41
8,L,9,7,0,LLLLRRR,8320.658067887363,02:18:41
8,L,9,7,1,RRRRLLL,7519.958243637706,02:05:20
8,L,9,7,2,LRLRLRL,8320.658067887363,02:18:41
8,L,9,7,3,RLRLRLR,7519.958243637706,02:05:20
8,L,9,8,0,LLLLRRRR,7519.958243637706,02:05:20
8,L,9,8,1,RRRRLLLL,7519.958243637706,02:05:20
8,L,9,8,2,LRLRLRLR,7519.958243637706,02:05:20
8,L,9,8,3,RLRLRLRL,7519.958243637706,02:05:20
8,L,9,9,0,LLLLLRRRR,7519.958243637706,02:05:20
8,L,9,9,1,RRRRRLLLL,6985.087485612806,01:56:25
8,L,9,9,2,LRLRLRLRL,7519.958243637706,02:05:20
8,L,9,9,3,RLRLRLRLR,6985.087485612806,01:56:25
8,L,9,10,0,LLLLLRRRRR,6985.087485612806,01:56:25
8,L,9,10,1,RRRRRLLLLL,6985.087485612806,01:56:25
8,L,9,10,2,LRLRLRLRLR,6985.087485612806,01:56:25
8,L,9,10,3,RLRLRLRLRL,6985.087485612806,01:56:25
8,L,10,1,0,L,14454.07575998689,04:00:54
8,L,10,1,1,R,14585.393864010839,04:03:05
8,L,10,2,0,LR,13347.115735018106,03:42:27
8,L,10,2,1,RL,13347.115735018106,03:42:27
8,L,10,3,0,LLR,13347.115735018106,03:42:27
8,L,10,3,1,RRL,9762.581049728253,02:42:43
8,L,10,3,2,LRL,13347.115735018106,03:42:27
8,L,10,3,3,RLR,9762.581049728253,02:42:43
8,L,10,4,0,LLRR,9762.581049728253,02:42:43
8,L,10,4,1,RRLL,9762.581049728253,02:42:43
8,L,10,4,2,LRLR,9762.581049728253,02:42:43
8,L,10,4,3,RLRL,9762.581049728253,02:42:43
8,L,10,5,0,LLLRR,9762.581049728253,02:42:43
8,L,10,5,1,RRRLL,8488.658067887363,02:21:29
8,L,10,5,2,LRLRL,9762.581049728253,02:42:43
8,L,10,5,3,RLRLR,8488.658067887363,02:21:29
8,L,10,6,0,LLLRRR,8488.658067887363,02:21:29
8,L,10,6,1,RRRLLL,8488.658067887363,02:21:29
8,L,10,6,2,LRLRLR,8488.658067887363,02:21:29
8,L,10,6,3,RLRLRL,8488.658067887363,02:21:29
8,L,10,7,0,LLLLRRR,8488.658067887363,02:21:29
8,L,10,7,1,RRRRLLL,7647.958243637706,02:07:28
8,L,10,7,2,LRLRLRL,8488.658067887363,02:21:29
8,L,10,7,3,RLRLRLR,7647.958243637706,02:07:28
8,L,10,8,0,LLLLRRRR,7647.958243637706,02:07:28
8,L,10,8,1,RRRRLLLL,7647.958243637706,02:07:28
8,L,10,8,2,LRLRLRLR,7647.958243637706,02:07:28
8,L,10,8,3,RLRLRLRL,7647.958243637706,02:07:28
8,L,10,9,0,LLLLLRRRR,7647.958243637706,02:07:28
8,L,10,9,1,RRRRRLLLL,7089.087485612806,01:58:09
8,L,10,9,2,LRLRLRLRL,7647.958243637706,02:07:28
8,L,10,9,3,RLRLRLRLR,7089.087485612806,01:58:09
8,L,10,10,0,LLLLLRRRRR,7089.087485612806,01:58:09
8,L,10,10,1,RRRRRLLLLL,7089.087485612806,01:58:09
8,L,10,10,2,LRLRLRLRLR,7089.087485612806,01:58:09
8,L,10,10,3,RLRLRLRLRL,7089.087485612806,01:58:09
9,BASELINE,1,1,0,L,10623.415880522982,02:57:03
9,BASELINE,1,1,1,R,10623.46073545051,02:57:03
9,BASELINE,1,2,0,LR,9345.992461733784,02:35:46
9,BASELINE,1,2,1,RL,9345.992461733784,02:35:46
9,BASELINE,1,3,0,LLR,9345.992461733784,02:35:46
9,BASELINE,1,3,1,RRL,8305.694477599907,02:18:26
9,BASELINE,1,3,2,LRL,9345.992461733784,02:35:46
9,BASELINE,1,3,3,RLR,8305.694477599907,02:18:26
9,BASELINE,1,4,0,LLRR,8305.694477599907,02:18:26
9,BASELINE,1,4,1,RRLL,8305.694477599907,02:18:26
9,BASELINE,1,4,2,LRLR,8305.694477599907,02:18:26
9,BASELINE,1,4,3,RLRL,8305.694477599907,02:18:26
9,BASELINE,1,5,0,LLLRR,8305.694477599907,02:18:26
9,BASELINE,1,5,1,RRRLL,8032.770372718905,02:13:53
9,BASELINE,1,5,2,LRLRL,8305.694477599907,02:18:26
9,BASELINE,1,5,3,RLRLR,8032.770372718905,02:13:53
9,BASELINE,1,6,0,LLLRRR,8032.770372718905,02:13:53
9,BASELINE,1,6,1,RRRLLL,8032.770372718905,02:13:53
9,BASELINE,1,6,2,LRLRLR,8032.770372718905,02:13:53
9,BASELINE,1,6,3,RLRLRL,8032.770372718905,02:13:53
9,BASELINE,1,7,0,LLLLRRR,8032.770372718905,02:13:53
9,BASELINE,1,7,1,RRRRLLL,7943.7757662495915,02:12:24
9,BASELINE,1,7,2,LRLRLRL,8032.770372718905,02:13:53
9,BASELINE,1,7,3,RLRLRLR,7943.7757662495915,02:12:24
9,BASELINE,1,8,0,LLLLRRRR,7943.7757662495915,02:12:24
9,BASELINE,1,8,1,RRRRLLLL,7943.7757662495915,02:12:24
9,BASELINE,1,8,2,LRLRLRLR,7943.7757662495915,02:12:24
9,BASELINE,1,8,3,RLRLRLRL,7943.7757662495915,02:12:24
9,BASELINE,1,9,0,LLLLLRRRR,7943.7757662495915,02:12:24
9,BASELINE,1,9,1,RRRRRLLLL,6890.15553049685,01:54:50
9,BASELINE,1,9,2,LRLRLRLRL,7943.7757662495915,02:12:24
9,BASELINE,1,9,3,RLRLRLRLR,6890.15553049685,01:54:50
9,BASELINE,1,10,0,LLLLLRRRRR,6890.15553049685,01:54:50
9,BASELINE,1,10,1,RRRRRLLLLL,6890.15553049685,01:54:50
9,BASELINE,1,10,2,LRLRLRLRLR,6890.15553049685,01:54:50
9,BASELINE,1,10,3,RLRLRLRLRL,6890.15553049685,01:54:50
9,BASELINE,2,1,0,L,11055.415880522982,03:04:15
9,BASELINE,2,1,1,R,11055.460735450508,03:04:15
9,BASELINE,2,2,0,LR,9633.992461733784,02:40:34
9,BASELINE,2,2,1,RL,9633.992461733784,02:40:34
9,BASELINE,2,3,0,LLR,9633.992461733784,02:40:34
9,BASELINE,2,3,1,RRL,8449.694477599907,02:20:50
9,BASELINE,2,3,2,LRL,9633.992461733784,02:40:34
9,BASELINE,2,3,3,RLR,8449.694477599907,02:20:50
9,BASELINE,2,4,0,LLRR,8449.694477599907,02:20:50
9,BASELINE,2,4,1,RRLL,8449.694477599907,02:20:50
9,BASELINE,2,4,2,LRLR,8449.694477599907,02:20:50
9,BASELINE,2,4,3,RLRL,8449.694477599907,02:20:50
9,BASELINE,2,5,0,LLLRR,8449.694477599907,02:20:50
9,BASELINE,2,5,1,RRRLL,8128.770372718905,02:15:29
9,BASELINE,2,5,2,LRLRL,8449.694477599907,02:20:50
9,BASELINE,2,5,3,RLRLR,8128.770372718905,02:15:29
9,BASELINE,2,6,0,LLLRRR,8128.770372718905,02:15:29
9,BASELINE,2,6,1,RRRLLL,8128.770372718905,02:15:29
9,BASELINE,2,6,2,LRLRLR,8128.770372718905,02:15:29
9,BASELINE,2,6,3,RLRLRL,8128.770372718905,02:15:29
9,BASELINE,2,7,0,LLLLRRR,8128.770372718905,02:15:29
9,BASELINE,2,7,1,RRRRLLL,8015.7757662495915,02:13:36
9,BASELINE,2,7,2,LRLRLRL,8128.770372718905,02:15:29
9,BASELINE,2,7,3,RLRLRLR,8015.7757662495915,02:13:36
9,BASELINE,2,8,0,LLLLRRRR,8015.7757662495915,02:13:36
9,BASELINE,2,8,1,RRRRLLLL,8015.7757662495915,02:13:36
9,BASELINE,2,8,2,LRLRLRLR,8015.7757662495915,02:13:36
9,BASELINE,2,8,3,RLRLRLRL,8015.7757662495915,02:13:36
9,BASELINE,2,9,0,LLLLLRRRR,8015.7757662495915,02:13:36
9,BASELINE,2,9,1,RRRRRLLLL,6954.15553049685,01:55:54
9,BASELINE,2,9,2,LRLRLRLRL,8015.7757662495915,02:13:36
9,BASELINE,2,9,3,RLRLRLRLR,6954.15553049685,01:55:54
9,BASELINE,2,10,0,LLLLLRRRRR,6954.15553049685,01:55:54
9,BASELINE,2,10,1,RRRRRLLLLL,6954.15553049685,01:55:54
9,BASELINE,2,10,2,LRLRLRLRLR,6954.15553049685,01:55:54
9,BASELINE,2,10,3,RLRLRLRLRL,6954.15553049685,01:55:54
9,BASELINE,3,1,0,L,11487.415880522982,03:11:27
9,BASELINE,3,1,1,R,11487.46073545051,03:11:27
9,BASELINE,3,2,0,LR,9921.992461733784,02:45:22
9,BASELINE,3,2,1,RL,9921.992461733784,02:45:22
9,BASELINE,3,3,0,LLR,9921.992461733784,02:45:22
9,BASELINE,3,3,1,RRL,8593.694477599907,02:23:14
9,BASELINE,3,3,2,LRL,9921.992461733784,02:45:22
9,BASELINE,3,3,3,RLR,8593.694477599907,02:23:14
9,BASELINE,3,4,0,LLRR,8593.694477599907,02:23:14
9,BASELINE,3,4,1,RRLL,8593.694477599907,02:23:14
9,BASELINE,3,4,2,LRLR,8593.694477599907,02:23:14
9,BASELINE,3,4,3,RLRL,8593.694477599907,02:23:14
9,BASELINE,3,5,0,LLLRR,8593.694477599907,02:23:14
9,BASELINE,3,5,1,RRRLL,8224.770372718904,02:17:05
9,BASELINE,3,5,2,LRLRL,8593.694477599907,02:23:14
9,BASELINE,3,5,3,RLRLR,8224.770372718904,02:17:05
9,BASELINE,3,6,0,LLLRRR,8224.770372718904,02:17:05
9,BASELINE,3,6,1,RRRLLL,8224.770372718904,02:17:05
9,BASELINE,3,6,2,LRLRLR,8224.770372718904,02:17:05
9,BASELINE,3,6,3,RLRLRL,8224.770372718904,02:17:05
9,BASELINE,3,7,0,LLLLRRR,8224.770372718904,02:17:05
9,BASELINE,3,7,1,RRRRLLL,8087.7757662495915,02:14:48
9,BASELINE,3,7,2,LRLRLRL,8224.770372718904,02:17:05
9,BASELINE,3,7,3,RLRLRLR,8087.7757662495915,02:14:48
9,BASELINE,3,8,0,LLLLRRRR,8087.7757662495915,02:14:48
9,BASELINE,3,8,1,RRRRLLLL,8087.7757662495915,02:14:48
9,BASELINE,3,8,2,LRLRLRLR,8087.7757662495915,02:14:48
9,BASELINE,3,8,3,RLRLRLRL,8087.7757662495915,02:14:48
9,BASELINE,3,9,0,LLLLLRRRR,8087.7757662495915,02:14:48
9,BASELINE,3,9,1,RRRRRLLLL,7018.15553049685,01:56:58
9,BASELINE,3,9,2,LRLRLRLRL,8087.7757662495915,02:14:48
9,BASELINE,3,9,3,RLRLRLRLR,7018.15553049685,01:56:58
9,BASELINE,3,10,0,LLLLLRRRRR,7018.15553049685,01:56:58
9,BASELINE,3,10,1,RRRRRLLLLL,7018.15553049685,01:56:58
9,BASELINE,3,10,2,LRLRLRLRLR,7018.15553049685,01:56:58
9,BASELINE,3,10,3,RLRLRLRLRL,7018.15553049685,01:56:58
9,BASELINE,4,1,0,L,11919.415880522982,03:18:39
9,BASELINE,4,1,1,R,11919.46073545051,03:18:39
9,BASELINE,4,2,0,LR,10209.992461733784,02:50:10
9,BASELINE,4,2,1,RL,10209.992461733784,02:50:10
9,BASELINE,4,3,0,LLR,10209.992461733784,02:50:10
9,BASELINE,4,3,1,RRL,8737.694477599907,02:25:38
9,BASELINE,4,3,2,LRL,10209.992461733784,02:50:10
9,BASELINE,4,3,3,RLR,8737.694477599907,02:25:38
9,BASELINE,4,4,0,LLRR,8737.694477599907,02:25:38
9,BASELINE,4,4,1,RRLL,8737.694477599907,02:25:38
9,BASELINE,4,4,2,LRLR,8737.694477599907,02:25:38
9,BASELINE,4,4,3,RLRL,8737.694477599907,02:25:38
9,BASELINE,4,5,0,LLLRR,8737.694477599907,02:25:38
9,BASELINE,4,5,1,RRRLL,8320.770372718904,02:18:41
9,BASELINE,4,5,2,LRLRL,8737.694477599907,02:25:38
9,BASELINE,4,5,3,RLRLR,8320.770372718904,02:18:41
9,BASELINE,4,6,0,LLLRRR,8320.770372718904,02:18:41
9,BASELINE,4,6,1,RRRLLL,8320.770372718904,02:18:41
9,BASELINE,4,6,2,LRLRLR,8320.770372718904,02:18:41
9,BASELINE,4,6,3,RLRLRL,8320.770372718904,02:18:41
9,BASELINE,4,7,0,LLLLRRR,8320.770372718904,02:18:41
9,BASELINE,4,7,1,RRRRLLL,8159.7757662495915,02:16:00
9,BASELINE,4,7,2,LRLRLRL,8320.770372718904,02:18:41
9,BASELINE,4,7,3,RLRLRLR,8159.7757662495915,02:16:00
9,BASELINE,4,8,0,LLLLRRRR,8159.7757662495915,02:16:00
9,BASELINE,4,8,1,RRRRLLLL,8159.7757662495915,02:16:00
9,BASELINE,4,8,2,LRLRLRLR,8159.7757662495915,02:16:00
9,BASELINE,4,8,3,RLRLRLRL,8159.7757662495915,02:16:00
9,BASELINE,4,9,0,LLLLLRRRR,8159.7757662495915,02:16:00
9,BASELINE,4,9,1,RRRRRLLLL,7082.15553049685,01:58:02
9,BASELINE,4,9,2,LRLRLRLRL,8159.7757662495915,02:16:00
9,BASELINE,4,9,3,RLRLRLRLR,7082.15553049685,01:58:02
9,BASELINE,4,10,0,LLLLLRRRRR,7082.15553049685,01:58:02
9,BASELINE,4,10,1,RRRRRLLLLL,7082.15553049685,01:58:02
9,BASELINE,4,10,2,LRLRLRLRLR,7082.15553049685,01:58:02
9,BASELINE,4,10,3,RLRLRLRLRL,7082.15553049685,01:58:02
9,BASELINE,5,1,0,L,12351.415880522982,03:25:51
9,BASELINE,5,1,1,R,12351.46073545051,03:25:51
9,BASELINE,5,2,0,LR,10497.992461733784,02:54:58
9,BASELINE,5,2,1,RL,10497.992461733784,02:54:58
9,BASELINE,5,3,0,LLR,10497.992461733784,02:54:58
9,BASELINE,5,3,1,RRL,8881.694477599907,02:28:02
9,BASELINE,5,3,2,LRL,10497.992461733784,02:54:58
9,BASELINE,5,3,3,RLR,8881.694477599907,02:28:02
9,BASELINE,5,4,0,LLRR,8881.694477599907,02:28:02
9,BASELINE,5,4,1,RRLL,8881.694477599907,02:28:02
9,BASELINE,5,4,2,LRLR,8881.694477599907,02:28:02
9,BASELINE,5,4,3,RLRL,8881.694477599907,02:28:02
9,BASELINE,5,5,0,LLLRR,8881.694477599907,02:28:02
9,BASELINE,5,5,1,RRRLL,8416.770372718904,02:20:17
9,BASELINE,5,5,2,LRLRL,8881.694477599907,02:28:02
9,BASELINE,5,5,3,RLRLR,8416.770372718904,02:20:17
9,BASELINE,5,6,0,LLLRRR,8416.770372718904,02:20:17
9,BASELINE,5,6,1,RRRLLL,8416.770372718904,02:20:17
9,BASELINE,5,6,2,LRLRLR,8416.770372718904,02:20:17
9,BASELINE,5,6,3,RLRLRL,8416.770372718904,02:20:17
