floors,layout,per_room_occ,responders,exit_combo_id,exit_combo,makespan_s,makespan_hms
5,BASELINE,7,9,0,LLLLLRRRR,2738.186706397792,00:45:38
5,BASELINE,7,9,1,RRRRRLLLL,2411.3684925841453,00:40:11
5,BASELINE,7,9,2,LRLRLRLRL,2738.186706397792,00:45:38
5,BASELINE,7,9,3,RLRLRLRLR,2411.3684925841453,00:40:11
5,BASELINE,7,10,0,LLLLLRRRRR,2411.3684925841453,00:40:11
5,BASELINE,7,10,1,RRRRRLLLLL,2411.3684925841453,00:40:11
5,BASELINE,7,10,2,LRLRLRLRLR,2411.3684925841453,00:40:11
5,BASELINE,7,10,3,RLRLRLRLRL,2411.3684925841453,00:40:11
5,BASELINE,8,1,0,L,5607.707117357507,01:33:28
5,BASELINE,8,1,1,R,5607.750949825537,01:33:28
5,BASELINE,8,2,0,LR,4379.035917139319,01:12:59
5,BASELINE,8,2,1,RL,4379.035917139319,01:12:59
5,BASELINE,8,3,0,LLR,4379.035917139319,01:12:59
5,BASELINE,8,3,1,RRL,3267.6915103598712,00:54:28
5,BASELINE,8,3,2,LRL,4379.035917139319,01:12:59
5,BASELINE,8,3,3,RLR,3267.6915103598712,00:54:28
5,BASELINE,8,4,0,LLRR,3267.6915103598712,00:54:28
5,BASELINE,8,4,1,RRLL,3267.6915103598712,00:54:28
5,BASELINE,8,4,2,LRLR,3267.6915103598712,00:54:28
5,BASELINE,8,4,3,RLRL,3267.6915103598712,00:54:28
5,BASELINE,8,5,0,LLLRR,3267.6915103598712,00:54:28
5,BASELINE,8,5,1,RRRLL,2922.464995968084,00:48:42
5,BASELINE,8,5,2,LRLRL,3267.6915103598712,00:54:28
5,BASELINE,8,5,3,RLRLR,2922.464995968084,00:48:42
5,BASELINE,8,6,0,LLLRRR,2922.464995968084,00:48:42
5,BASELINE,8,6,1,RRRLLL,2922.464995968084,00:48:42
5,BASELINE,8,6,2,LRLRLR,2922.464995968084,00:48:42
5,BASELINE,8,6,3,RLRLRL,2922.464995968084,00:48:42
5,BASELINE,8,7,0,LLLLRRR,2922.464995968084,00:48:42
5,BASELINE,8,7,1,RRRRLLL,2778.186706397792,00:46:18
5,BASELINE,8,7,2,LRLRLRL,2922.464995968084,00:48:42
5,BASELINE,8,7,3,RLRLRLR,2778.186706397792,00:46:18
5,BASELINE,8,8,0,LLLLRRRR,2778.186706397792,00:46:18
5,BASELINE,8,8,1,RRRRLLLL,2778.186706397792,00:46:18
5,BASELINE,8,8,2,LRLRLRLR,2778.186706397792,00:46:18
5,BASELINE,8,8,3,RLRLRLRL,2778.186706397792,00:46:18
5,BASELINE,8,9,0,LLLLLRRRR,2778.186706397792,00:46:18
5,BASELINE,8,9,1,RRRRRLLLL,2443.3684925841453,00:40:43
5,BASELINE,8,9,2,LRLRLRLRL,2778.186706397792,00:46:18
5,BASELINE,8,9,3,RLRLRLRLR,2443.3684925841453,00:40:43
5,BASELINE,8,10,0,LLLLLRRRRR,2443.3684925841453,00:40:43
5,BASELINE,8,10,1,RRRRRLLLLL,2443.3684925841453,00:40:43
5,BASELINE,8,10,2,LRLRLRLRLR,2443.3684925841453,00:40:43
5,BASELINE,8,10,3,RLRLRLRLRL,2443.3684925841453,00:40:43
5,BASELINE,9,1,0,L,5847.707117357507,01:37:28
5,BASELINE,9,1,1,R,5847.750949825537,01:37:28
5,BASELINE,9,2,0,LR,4539.035917139319,01:15:39
5,BASELINE,9,2,1,RL,4539.035917139319,01:15:39
5,BASELINE,9,3,0,LLR,4539.035917139319,01:15:39
5,BASELINE,9,3,1,RRL,3347.6915103598712,00:55:48
5,BASELINE,9,3,2,LRL,4539.035917139319,01:15:39
5,BASELINE,9,3,3,RLR,3347.6915103598712,00:55:48
5,BASELINE,9,4,0,LLRR,3347.6915103598712,00:55:48
5,BASELINE,9,4,1,RRLL,3347.6915103598712,00:55:48
5,BASELINE,9,4,2,LRLR,3347.6915103598712,00:55:48
5,BASELINE,9,4,3,RLRL,3347.6915103598712,00:55:48
5,BASELINE,9,5,0,LLLRR,3347.6915103598712,00:55:48
5,BASELINE,9,5,1,RRRLL,2978.464995968084,00:49:38
5,BASELINE,9,5,2,LRLRL,3347.6915103598712,00:55:48
5,BASELINE,9,5,3,RLRLR,2978.464995968084,00:49:38
5,BASELINE,9,6,0,LLLRRR,2978.464995968084,00:49:38
5,BASELINE,9,6,1,RRRLLL,2978.464995968084,00:49:38
5,BASELINE,9,6,2,LRLRLR,2978.464995968084,00:49:38
5,BASELINE,9,6,3,RLRLRL,2978.464995968084,00:49:38
5,BASELINE,9,7,0,LLLLRRR,2978.464995968084,00:49:38
5,BASELINE,9,7,1,RRRRLLL,2818.186706397792,00:46:58
5,BASELINE,9,7,2,LRLRLRL,2978.464995968084,00:49:38
5,BASELINE,9,7,3,RLRLRLR,2818.186706397792,00:46:58
5,BASELINE,9,8,0,LLLLRRRR,2818.186706397792,00:46:58
5,BASELINE,9,8,1,RRRRLLLL,2818.186706397792,00:46:58
5,BASELINE,9,8,2,LRLRLRLR,2818.186706397792,00:46:58
5,BASELINE,9,8,3,RLRLRLRL,2818.186706397792,00:46:58
5,BASELINE,9,9,0,LLLLLRRRR,2818.186706397792,00:46:58
5,BASELINE,9,9,1,RRRRRLLLL,2475.3684925841453,00:41:15
5,BASELINE,9,9,2,LRLRLRLRL,2818.186706397792,00:46:58
5,BASELINE,9,9,3,RLRLRLRLR,2475.3684925841453,00:41:15
5,BASELINE,9,10,0,LLLLLRRRRR,2475.3684925841453,00:41:15
5,BASELINE,9,10,1,RRRRRLLLLL,2475.3684925841453,00:41:15
5,BASELINE,9,10,2,LRLRLRLRLR,2475.3684925841453,00:41:15
5,BASELINE,9,10,3,RLRLRLRLRL,2475.3684925841453,00:41:15
5,BASELINE,10,1,0,L,6087.707117357506,01:41:28
5,BASELINE,10,1,1,R,6087.750949825537,01:41:28
5,BASELINE,10,2,0,LR,4699.035917139319,01:18:19
5,BASELINE,10,2,1,RL,4699.035917139319,01:18:19
5,BASELINE,10,3,0,LLR,4699.035917139319,01:18:19
5,BASELINE,10,3,1,RRL,3427.691510359871,00:57:08
5,BASELINE,10,3,2,LRL,4699.035917139319,01:18:19
5,BASELINE,10,3,3,RLR,3427.691510359871,00:57:08
5,BASELINE,10,4,0,LLRR,3427.691510359871,00:57:08
5,BASELINE,10,4,1,RRLL,3427.691510359871,00:57:08
5,BASELINE,10,4,2,LRLR,3427.691510359871,00:57:08
5,BASELINE,10,4,3,RLRL,3427.691510359871,00:57:08
5,BASELINE,10,5,0,LLLRR,3427.691510359871,00:57:08
5,BASELINE,10,5,1,RRRLL,3034.464995968084,00:50:34
5,BASELINE,10,5,2,LRLRL,3427.691510359871,00:57:08
5,BASELINE,10,5,3,RLRLR,3034.464995968084,00:50:34
5,BASELINE,10,6,0,LLLRRR,3034.464995968084,00:50:34
5,BASELINE,10,6,1,RRRLLL,3034.464995968084,00:50:34
5,BASELINE,10,6,2,LRLRLR,3034.464995968084,00:50:34
5,BASELINE,10,6,3,RLRLRL,3034.464995968084,00:50:34
5,BASELINE,10,7,0,LLLLRRR,3034.464995968084,00:50:34
5,BASELINE,10,7,1,RRRRLLL,2858.186706397792,00:47:38
5,BASELINE,10,7,2,LRLRLRL,3034.464995968084,00:50:34
5,BASELINE,10,7,3,RLRLRLR,2858.186706397792,00:47:38
5,BASELINE,10,8,0,LLLLRRRR,2858.186706397792,00:47:38
5,BASELINE,10,8,1,RRRRLLLL,2858.186706397792,00:47:38
5,BASELINE,10,8,2,LRLRLRLR,2858.186706397792,00:47:38
5,BASELINE,10,8,3,RLRLRLRL,2858.186706397792,00:47:38
5,BASELINE,10,9,0,LLLLLRRRR,2858.186706397792,00:47:38
5,BASELINE,10,9,1,RRRRRLLLL,2507.3684925841453,00:41:47
5,BASELINE,10,9,2,LRLRLRLRL,2858.186706397792,00:47:38
5,BASELINE,10,9,3,RLRLRLRLR,2507.3684925841453,00:41:47
5,BASELINE,10,10,0,LLLLLRRRRR,2507.3684925841453,00:41:47
5,BASELINE,10,10,1,RRRRRLLLLL,2507.3684925841453,00:41:47
5,BASELINE,10,10,2,LRLRLRLRLR,2507.3684925841453,00:41:47
5,BASELINE,10,10,3,RLRLRLRLRL,2507.3684925841453,00:41:47
5,T,1,1,0,L,4752.434884882954,01:19:12
5,T,1,1,1,R,4717.383203558343,01:18:37
5,T,1,2,0,LR,3921.094656569064,01:05:21
5,T,1,2,1,RL,3921.094656569064,01:05:21
5,T,1,3,0,LLR,3217.9984454564606,00:53:38
5,T,1,3,1,RRL,3921.094656569064,01:05:21
5,T,1,3,2,LRL,3217.9984454564606,00:53:38
5,T,1,3,3,RLR,3921.094656569064,01:05:21
5,T,1,4,0,LLRR,3217.9984454564606,00:53:38
5,T,1,4,1,RRLL,3217.9984454564606,00:53:38
5,T,1,4,2,LRLR,3217.9984454564606,00:53:38
5,T,1,4,3,RLRL,3217.9984454564606,00:53:38
5,T,1,5,0,LLLRR,2921.8437157057674,00:48:42
5,T,1,5,1,RRRLL,3217.9984454564606,00:53:38
5,T,1,5,2,LRLRL,2921.8437157057674,00:48:42
5,T,1,5,3,RLRLR,3217.9984454564606,00:53:38
5,T,1,6,0,LLLRRR,2921.8437157057674,00:48:42
5,T,1,6,1,RRRLLL,2921.8437157057674,00:48:42
5,T,1,6,2,LRLRLR,2921.8437157057674,00:48:42
5,T,1,6,3,RLRLRL,2921.8437157057674,00:48:42
5,T,1,7,0,LLLLRRR,2770.1324525071486,00:46:10
5,T,1,7,1,RRRRLLL,2921.8437157057674,00:48:42
5,T,1,7,2,LRLRLRL,2770.1324525071486,00:46:10
5,T,1,7,3,RLRLRLR,2921.8437157057674,00:48:42
5,T,1,8,0,LLLLRRRR,2770.1324525071486,00:46:10
5,T,1,8,1,RRRRLLLL,2770.1324525071486,00:46:10
5,T,1,8,2,LRLRLRLR,2770.1324525071486,00:46:10
5,T,1,8,3,RLRLRLRL,2770.1324525071486,00:46:10
5,T,1,9,0,LLLLLRRRR,2621.1007366765507,00:43:41
5,T,1,9,1,RRRRRLLLL,2770.1324525071486,00:46:10
5,T,1,9,2,LRLRLRLRL,2621.1007366765507,00:43:41
5,T,1,9,3,RLRLRLRLR,2770.1324525071486,00:46:10
5,T,1,10,0,LLLLLRRRRR,2621.1007366765507,00:43:41
5,T,1,10,1,RRRRRLLLLL,2621.1007366765507,00:43:41
5,T,1,10,2,LRLRLRLRLR,2621.1007366765507,00:43:41
5,T,1,10,3,RLRLRLRLRL,2621.1007366765507,00:43:41
5,T,2,1,0,L,5112.434884882953,01:25:12
5,T,2,1,1,R,5077.383203558342,01:24:37
5,T,2,2,0,LR,4201.094656569065,01:10:01
5,T,2,2,1,RL,4201.094656569065,01:10:01
5,T,2,3,0,LLR,3361.9984454564606,00:56:02
5,T,2,3,1,RRL,4201.094656569065,01:10:01
5,T,2,3,2,LRL,3361.9984454564606,00:56:02
5,T,2,3,3,RLR,4201.094656569065,01:10:01
5,T,2,4,0,LLRR,3361.9984454564606,00:56:02
5,T,2,4,1,RRLL,3361.9984454564606,00:56:02
5,T,2,4,2,LRLR,3361.9984454564606,00:56:02
5,T,2,4,3,RLRL,3361.9984454564606,00:56:02
5,T,2,5,0,LLLRR,3017.8437157057674,00:50:18
5,T,2,5,1,RRRLL,3361.9984454564606,00:56:02
5,T,2,5,2,LRLRL,3017.8437157057674,00:50:18
5,T,2,5,3,RLRLR,3361.9984454564606,00:56:02
5,T,2,6,0,LLLRRR,3017.8437157057674,00:50:18
5,T,2,6,1,RRRLLL,3017.8437157057674,00:50:18
5,T,2,6,2,LRLRLR,3017.8437157057674,00:50:18
5,T,2,6,3,RLRLRL,3017.8437157057674,00:50:18
5,T,2,7,0,LLLLRRR,2842.1324525071486,00:47:22
5,T,2,7,1,RRRRLLL,3017.8437157057674,00:50:18
5,T,2,7,2,LRLRLRL,2842.1324525071486,00:47:22
5,T,2,7,3,RLRLRLR,3017.8437157057674,00:50:18
5,T,2,8,0,LLLLRRRR,2842.1324525071486,00:47:22
5,T,2,8,1,RRRRLLLL,2842.1324525071486,00:47:22
5,T,2,8,2,LRLRLRLR,2842.1324525071486,00:47:22
5,T,2,8,3,RLRLRLRL,2842.1324525071486,00:47:22
5,T,2,9,0,LLLLLRRRR,2677.1007366765507,00:44:37
5,T,2,9,1,RRRRRLLLL,2842.1324525071486,00:47:22
5,T,2,9,2,LRLRLRLRL,2677.1007366765507,00:44:37
5,T,2,9,3,RLRLRLRLR,2842.1324525071486,00:47:22
5,T,2,10,0,LLLLLRRRRR,2677.1007366765507,00:44:37
5,T,2,10,1,RRRRRLLLLL,2677.1007366765507,00:44:37
5,T,2,10,2,LRLRLRLRLR,2677.1007366765507,00:44:37
5,T,2,10,3,RLRLRLRLRL,2677.1007366765507,00:44:37
5,T,3,1,0,L,5472.434884882953,01:31:12
5,T,3,1,1,R,5437.383203558342,01:30:37
5,T,3,2,0,LR,4481.094656569065,01:14:41
5,T,3,2,1,RL,4481.094656569065,01:14:41
5,T,3,3,0,LLR,3505.998445456461,00:58:26
5,T,3,3,1,RRL,4481.094656569065,01:14:41
5,T,3,3,2,LRL,3505.998445456461,00:58:26
5,T,3,3,3,RLR,4481.094656569065,01:14:41
5,T,3,4,0,LLRR,3505.998445456461,00:58:26
5,T,3,4,1,RRLL,3505.998445456461,00:58:26
5,T,3,4,2,LRLR,3505.998445456461,00:58:26
5,T,3,4,3,RLRL,3505.998445456461,00:58:26
5,T,3,5,0,LLLRR,3113.8437157057674,00:51:54
5,T,3,5,1,RRRLL,3505.998445456461,00:58:26
5,T,3,5,2,LRLRL,3113.8437157057674,00:51:54
5,T,3,5,3,RLRLR,3505.998445456461,00:58:26
5,T,3,6,0,LLLRRR,3113.8437157057674,00:51:54
5,T,3,6,1,RRRLLL,3113.8437157057674,00:51:54
5,T,3,6,2,LRLRLR,3113.8437157057674,00:51:54
5,T,3,6,3,RLRLRL,3113.8437157057674,00:51:54
5,T,3,7,0,LLLLRRR,2914.1324525071486,00:48:34
5,T,3,7,1,RRRRLLL,3113.8437157057674,00:51:54
5,T,3,7,2,LRLRLRL,2914.1324525071486,00:48:34
5,T,3,7,3,RLRLRLR,3113.8437157057674,00:51:54
5,T,3,8,0,LLLLRRRR,2914.1324525071486,00:48:34
5,T,3,8,1,RRRRLLLL,2914.1324525071486,00:48:34
5,T,3,8,2,LRLRLRLR,2914.1324525071486,00:48:34
5,T,3,8,3,RLRLRLRL,2914.1324525071486,00:48:34
5,T,3,9,0,LLLLLRRRR,2733.1007366765507,00:45:33
5,T,3,9,1,RRRRRLLLL,2914.1324525071486,00:48:34
5,T,3,9,2,LRLRLRLRL,2733.1007366765507,00:45:33
5,T,3,9,3,RLRLRLRLR,2914.1324525071486,00:48:34
5,T,3,10,0,LLLLLRRRRR,2733.1007366765507,00:45:33
5,T,3,10,1,RRRRRLLLLL,2733.1007366765507,00:45:33
5,T,3,10,2,LRLRLRLRLR,2733.1007366765507,00:45:33
5,T,3,10,3,RLRLRLRLRL,2733.1007366765507,00:45:33
5,T,4,1,0,L,5832.434884882953,01:37:12
5,T,4,1,1,R,5797.383203558343,01:36:37
5,T,4,2,0,LR,4761.094656569064,01:19:21
5,T,4,2,1,RL,4761.094656569064,01:19:21
5,T,4,3,0,LLR,3649.998445456461,01:00:50
5,T,4,3,1,RRL,4761.094656569064,01:19:21
5,T,4,3,2,LRL,3649.998445456461,01:00:50
5,T,4,3,3,RLR,4761.094656569064,01:19:21
5,T,4,4,0,LLRR,3649.998445456461,01:00:50
5,T,4,4,1,RRLL,3649.998445456461,01:00:50
5,T,4,4,2,LRLR,3649.998445456461,01:00:50
5,T,4,4,3,RLRL,3649.998445456461,01:00:50
5,T,4,5,0,LLLRR,3209.8437157057674,00:53:30
5,T,4,5,1,RRRLL,3649.998445456461,01:00:50
5,T,4,5,2,LRLRL,3209.8437157057674,00:53:30
5,T,4,5,3,RLRLR,3649.998445456461,01:00:50
5,T,4,6,0,LLLRRR,3209.8437157057674,00:53:30
5,T,4,6,1,RRRLLL,3209.8437157057674,00:53:30
5,T,4,6,2,LRLRLR,3209.8437157057674,00:53:30
5,T,4,6,3,RLRLRL,3209.8437157057674,00:53:30
5,T,4,7,0,LLLLRRR,2986.1324525071486,00:49:46
5,T,4,7,1,RRRRLLL,3209.8437157057674,00:53:30
5,T,4,7,2,LRLRLRL,2986.1324525071486,00:49:46
5,T,4,7,3,RLRLRLR,3209.8437157057674,00:53:30
5,T,4,8,0,LLLLRRRR,2986.1324525071486,00:49:46
5,T,4,8,1,RRRRLLLL,2986.1324525071486,00:49:46
5,T,4,8,2,LRLRLRLR,2986.1324525071486,00:49:46
5,T,4,8,3,RLRLRLRL,2986.1324525071486,00:49:46
5,T,4,9,0,LLLLLRRRR,2789.1007366765507,00:46:29
5,T,4,9,1,RRRRRLLLL,2986.1324525071486,00:49:46
5,T,4,9,2,LRLRLRLRL,2789.1007366765507,00:46:29
5,T,4,9,3,RLRLRLRLR,2986.1324525071486,00:49:46
5,T,4,10,0,LLLLLRRRRR,2789.1007366765507,00:46:29
5,T,4,10,1,RRRRRLLLLL,2789.1007366765507,00:46:29
5,T,4,10,2,LRLRLRLRLR,2789.1007366765507,00:46:29
5,T,4,10,3,RLRLRLRLRL,2789.1007366765507,00:46:29
5,T,5,1,0,L,6192.434884882954,01:43:12
5,T,5,1,1,R,6157.383203558342,01:42:37
5,T,5,2,0,LR,5041.094656569063,01:24:01
5,T,5,2,1,RL,5041.094656569063,01:24:01
5,T,5,3,0,LLR,3793.9984454564606,01:03:14
5,T,5,3,1,RRL,5041.094656569063,01:24:01
5,T,5,3,2,LRL,3793.9984454564606,01:03:14
5,T,5,3,3,RLR,5041.094656569063,01:24:01
5,T,5,4,0,LLRR,3793.9984454564606,01:03:14
5,T,5,4,1,RRLL,3793.9984454564606,01:03:14
5,T,5,4,2,LRLR,3793.9984454564606,01:03:14
5,T,5,4,3,RLRL,3793.9984454564606,01:03:14
5,T,5,5,0,LLLRR,3305.8437157057674,00:55:06
5,T,5,5,1,RRRLL,3793.9984454564606,01:03:14
5,T,5,5,2,LRLRL,3305.8437157057674,00:55:06
5,T,5,5,3,RLRLR,3793.9984454564606,01:03:14
5,T,5,6,0,LLLRRR,3305.8437157057674,00:55:06
5,T,5,6,1,RRRLLL,3305.8437157057674,00:55:06
5,T,5,6,2,LRLRLR,3305.8437157057674,00:55:06
5,T,5,6,3,RLRLRL,3305.8437157057674,00:55:06
5,T,5,7,0,LLLLRRR,3058.1324525071486,00:50:58
5,T,5,7,1,RRRRLLL,3305.8437157057674,00:55:06
5,T,5,7,2,LRLRLRL,3058.1324525071486,00:50:58
5,T,5,7,3,RLRLRLR,3305.8437157057674,00:55:06
5,T,5,8,0,LLLLRRRR,3058.1324525071486,00:50:58
5,T,5,8,1,RRRRLLLL,3058.1324525071486,00:50:58
5,T,5,8,2,LRLRLRLR,3058.1324525071486,00:50:58
5,T,5,8,3,RLRLRLRL,3058.1324525071486,00:50:58
5,T,5,9,0,LLLLLRRRR,2845.1007366765507,00:47:25
5,T,5,9,1,RRRRRLLLL,3058.1324525071486,00:50:58
5,T,5,9,2,LRLRLRLRL,2845.1007366765507,00:47:25
5,T,5,9,3,RLRLRLRLR,3058.1324525071486,00:50:58
5,T,5,10,0,LLLLLRRRRR,2845.1007366765507,00:47:25
5,T,5,10,1,RRRRRLLLLL,2845.1007366765507,00:47:25
5,T,5,10,2,LRLRLRLRLR,2845.1007366765507,00:47:25
5,T,5,10,3,RLRLRLRLRL,2845.1007366765507,00:47:25
5,T,6,1,0,L,6552.434884882954,01:49:12
5,T,6,1,1,R,6517.383203558342,01:48:37
5,T,6,2,0,LR,5321.094656569062,01:28:41
5,T,6,2,1,RL,5321.094656569062,01:28:41
5,T,6,3,0,LLR,3937.9984454564606,01:05:38
5,T,6,3,1,RRL,5321.094656569062,01:28:41
5,T,6,3,2,LRL,3937.9984454564606,01:05:38
5,T,6,3,3,RLR,5321.094656569062,01:28:41
5,T,6,4,0,LLRR,3937.9984454564606,01:05:38
5,T,6,4,1,RRLL,3937.9984454564606,01:05:38
5,T,6,4,2,LRLR,3937.9984454564606,01:05:38
5,T,6,4,3,RLRL,3937.9984454564606,01:05:38
5,T,6,5,0,LLLRR,3401.8437157057674,00:56:42
5,T,6,5,1,RRRLL,3937.9984454564606,01:05:38
5,T,6,5,2,LRLRL,3401.8437157057674,00:56:42
5,T,6,5,3,RLRLR,3937.9984454564606,01:05:38
5,T,6,6,0,LLLRRR,3401.8437157057674,00:56:42
5,T,6,6,1,RRRLLL,3401.8437157057674,00:56:42
5,T,6,6,2,LRLRLR,3401.8437157057674,00:56:42
5,T,6,6,3,RLRLRL,3401.8437157057674,00:56:42
5,T,6,7,0,LLLLRRR,3130.1324525071486,00:52:10
5,T,6,7,1,RRRRLLL,3401.8437157057674,00:56:42
5,T,6,7,2,LRLRLRL,3130.1324525071486,00:52:10
5,T,6,7,3,RLRLRLR,3401.8437157057674,00:56:42
5,T,6,8,0,LLLLRRRR,3130.1324525071486,00:52:10
5,T,6,8,1,RRRRLLLL,3130.1324525071486,00:52:10
5,T,6,8,2,LRLRLRLR,3130.1324525071486,00:52:10
5,T,6,8,3,RLRLRLRL,3130.1324525071486,00:52:10
5,T,6,9,0,LLLLLRRRR,2901.1007366765507,00:48:21
5,T,6,9,1,RRRRRLLLL,3130.1324525071486,00:52:10
5,T,6,9,2,LRLRLRLRL,2901.1007366765507,00:48:21
5,T,6,9,3,RLRLRLRLR,3130.1324525071486,00:52:10
5,T,6,10,0,LLLLLRRRRR,2901.1007366765507,00:48:21
5,T,6,10,1,RRRRRLLLLL,2901.1007366765507,00:48:21
5,T,6,10,2,LRLRLRLRLR,2901.1007366765507,00:48:21
5,T,6,10,3,RLRLRLRLRL,2901.1007366765507,00:48:21
5,T,7,1,0,L,6912.434884882953,01:55:12
5,T,7,1,1,R,6877.383203558342,01:54:37
5,T,7,2,0,LR,5601.094656569063,01:33:21
5,T,7,2,1,RL,5601.094656569063,01:33:21
5,T,7,3,0,LLR,4081.9984454564606,01:08:02
5,T,7,3,1,RRL,5601.094656569063,01:33:21
5,T,7,3,2,LRL,4081.9984454564606,01:08:02
5,T,7,3,3,RLR,5601.094656569063,01:33:21
5,T,7,4,0,LLRR,4081.9984454564606,01:08:02
5,T,7,4,1,RRLL,4081.9984454564606,01:08:02
5,T,7,4,2,LRLR,4081.9984454564606,01:08:02
5,T,7,4,3,RLRL,4081.9984454564606,01:08:02
5,T,7,5,0,LLLRR,3497.8437157057674,00:58:18
5,T,7,5,1,RRRLL,4081.9984454564606,01:08:02
5,T,7,5,2,LRLRL,3497.8437157057674,00:58:18
5,T,7,5,3,RLRLR,4081.9984454564606,01:08:02
5,T,7,6,0,LLLRRR,3497.8437157057674,00:58:18
5,T,7,6,1,RRRLLL,3497.8437157057674,00:58:18
5,T,7,6,2,LRLRLR,3497.8437157057674,00:58:18
5,T,7,6,3,RLRLRL,3497.8437157057674,00:58:18
5,T,7,7,0,LLLLRRR,3202.1324525071486,00:53:22
5,T,7,7,1,RRRRLLL,3497.8437157057674,00:58:18
5,T,7,7,2,LRLRLRL,3202.1324525071486,00:53:22
5,T,7,7,3,RLRLRLR,3497.8437157057674,00:58:18
5,T,7,8,0,LLLLRRRR,3202.1324525071486,00:53:22
5,T,7,8,1,RRRRLLLL,3202.1324525071486,00:53:22
5,T,7,8,2,LRLRLRLR,3202.1324525071486,00:53:22
5,T,7,8,3,RLRLRLRL,3202.1324525071486,00:53:22
5,T,7,9,0,LLLLLRRRR,2957.1007366765507,00:49:17
5,T,7,9,1,RRRRRLLLL,3202.1324525071486,00:53:22
5,T,7,9,2,LRLRLRLRL,2957.1007366765507,00:49:17
5,T,7,9,3,RLRLRLRLR,3202.1324525071486,00:53:22
5,T,7,10,0,LLLLLRRRRR,2957.1007366765507,00:49:17
5,T,7,10,1,RRRRRLLLLL,2957.1007366765507,00:49:17
5,T,7,10,2,LRLRLRLRLR,2957.1007366765507,00:49:17
5,T,7,10,3,RLRLRLRLRL,2957.1007366765507,00:49:17
5,T,8,1,0,L,7272.434884882951,02:01:12
5,T,8,1,1,R,7237.383203558341,02:00:37
5,T,8,2,0,LR,5881.094656569063,01:38:01
5,T,8,2,1,RL,5881.094656569063,01:38:01
5,T,8,3,0,LLR,4225.998445456461,01:10:26
5,T,8,3,1,RRL,5881.094656569063,01:38:01
5,T,8,3,2,LRL,4225.998445456461,01:10:26
5,T,8,3,3,RLR,5881.094656569063,01:38:01
5,T,8,4,0,LLRR,4225.998445456461,01:10:26
5,T,8,4,1,RRLL,4225.998445456461,01:10:26
5,T,8,4,2,LRLR,4225.998445456461,01:10:26
5,T,8,4,3,RLRL,4225.998445456461,01:10:26
5,T,8,5,0,LLLRR,3593.8437157057674,00:59:54
5,T,8,5,1,RRRLL,4225.998445456461,01:10:26
5,T,8,5,2,LRLRL,3593.8437157057674,00:59:54
5,T,8,5,3,RLRLR,4225.998445456461,01:10:26
5,T,8,6,0,LLLRRR,3593.8437157057674,00:59:54
5,T,8,6,1,RRRLLL,3593.8437157057674,00:59:54
5,T,8,6,2,LRLRLR,3593.8437157057674,00:59:54
5,T,8,6,3,RLRLRL,3593.8437157057674,00:59:54
5,T,8,7,0,LLLLRRR,3274.1324525071486,00:54:34
5,T,8,7,1,RRRRLLL,3593.8437157057674,00:59:54
5,T,8,7,2,LRLRLRL,3274.1324525071486,00:54:34
5,T,8,7,3,RLRLRLR,3593.8437157057674,00:59:54
5,T,8,8,0,LLLLRRRR,3274.1324525071486,00:54:34
5,T,8,8,1,RRRRLLLL,3274.1324525071486,00:54:34
5,T,8,8,2,LRLRLRLR,3274.1324525071486,00:54:34
5,T,8,8,3,RLRLRLRL,3274.1324525071486,00:54:34
5,T,8,9,0,LLLLLRRRR,3013.1007366765507,00:50:13
5,T,8,9,1,RRRRRLLLL,3274.1324525071486,00:54:34
5,T,8,9,2,LRLRLRLRL,3013.1007366765507,00:50:13
5,T,8,9,3,RLRLRLRLR,3274.1324525071486,00:54:34
5,T,8,10,0,LLLLLRRRRR,3013.1007366765507,00:50:13
5,T,8,10,1,RRRRRLLLLL,3013.1007366765507,00:50:13
5,T,8,10,2,LRLRLRLRLR,3013.1007366765507,00:50:13
5,T,8,10,3,RLRLRLRLRL,3013.1007366765507,00:50:13
5,T,9,1,0,L,7632.434884882951,02:07:12
5,T,9,1,1,R,7597.383203558341,02:06:37
5,T,9,2,0,LR,6161.094656569063,01:42:41
5,T,9,2,1,RL,6161.094656569063,01:42:41
5,T,9,3,0,LLR,4369.998445456461,01:12:50
5,T,9,3,1,RRL,6161.094656569063,01:42:41
5,T,9,3,2,LRL,4369.998445456461,01:12:50
5,T,9,3,3,RLR,6161.094656569063,01:42:41
5,T,9,4,0,LLRR,4369.998445456461,01:12:50
5,T,9,4,1,RRLL,4369.998445456461,01:12:50
5,T,9,4,2,LRLR,4369.998445456461,01:12:50
5,T,9,4,3,RLRL,4369.998445456461,01:12:50
5,T,9,5,0,LLLRR,3689.8437157057674,01:01:30
5,T,9,5,1,RRRLL,4369.998445456461,01:12:50
5,T,9,5,2,LRLRL,3689.8437157057674,01:01:30
5,T,9,5,3,RLRLR,4369.998445456461,01:12:50
5,T,9,6,0,LLLRRR,3689.8437157057674,01:01:30
5,T,9,6,1,RRRLLL,3689.8437157057674,01:01:30
5,T,9,6,2,LRLRLR,3689.8437157057674,01:01:30
5,T,9,6,3,RLRLRL,3689.8437157057674,01:01:30
5,T,9,7,0,LLLLRRR,3346.1324525071486,00:55:46
5,T,9,7,1,RRRRLLL,3689.8437157057674,01:01:30
5,T,9,7,2,LRLRLRL,3346.1324525071486,00:55:46
